date,report
9/12/2019,"I-10 westbound between mile markers 105 (Vermilion River) and 104 (Louisiana Avenue), Lafayette Parish, Alternating Lane Closures"
9/12/2019,"***UPDATE***Both lanes now open****US 61, Emergency Lane Closure South Bound"
9/11/2019,"ROAD CLOSURE: LA 3015 at UP Railroad crossing, DeSoto Parish"
9/11/2019,LA 585 Bridge Closure/East Carroll Parish
9/11/2019,US 171 over Calcasieu River (MP 3.5) NORTHBOUND RIGHT LANE CLOSURE – CALCASIEU PARISH
9/11/2019,ST. TAMMANY PARISH - I-10: MEDIAN PROTECTION-OAK HARBOR LIGHT/RAMP
9/11/2019,ST. TAMMANY PARISH - I-10: MEDIAN PROTECTION-OAK HARBOR LIGHT/RAMP
9/11/2019,ST. TAMMANY PARISH – RAMP CLOSURES OF I-12 INTERCHANGES AT LA 1088 AND LA 59
9/11/2019,"I-12, Livingston Parish, Lane Closure, S.P. H.010558"
9/11/2019,Intermittent lane closures on LA 27/S. Grand Ave. – DeQuincy - Calcasieu Parish
9/11/2019,LANE CLOSURE:  I-20 Eastbound at Charles Brown Rd / MM 161 in Madison Parish
9/11/2019,"Lapalco Bridge over Bayou Segnette, Jefferson Parish"
9/10/2019,LANE CLOSURE - US 190 in Pointe Coupee
9/10/2019,"Lane Closures I-20, Madison Parish, Mound to Mississipp River Bridge"
9/10/2019,UPDATE: Vitrano RD. BRIDGE – TANGIPAHOA - STATE PROJECT H.011527
9/10/2019,"LANE CLOSURE: LA 3132 westbound near Linwood Ave., Caddo Parish"
9/10/2019,"LA 3073 (Ambassador Caffery Parkway) between La Neuville Road and Chemin Metairie Road, Lafayette Parish, Lane Closure"
9/10/2019,LA 1138-2 (W Prien Lake Road) at Holly Hill Road Roundabout Lane Closure - Calcasieu Parish
9/10/2019,"I-10 Westbound Off Ramp at LA 182 (University Avenue), Lafayette Parish - Alternating Lane Closures, S.P. H.012404"
9/10/2019,"Berwick Bridge on LA 182 (Brashear Avenue) in Morgan City, St. Mary Parish, Bridge Closed for Routine Bridge Inspections"
9/10/2019,"I-10 Westbound between mile markers 118 and 117, St. Martin Parish, Lane Closure"
9/10/2019,"Belle Chasse Tunnel on LA 23, Plaquemine Parish"
9/10/2019,"FULL CLOSURE - US 90, Jefferson Highway, Jefferson Parish"
9/10/2019,INTERMITTENT WESTBOUND LANE CLOSURE US 90 (ROANOKE) MP 58.5 TO MP 58.9 - JEFFERSON DAVIS PARISH
9/9/2019,H.011295 -- LA 73: Government St. -- East Baton Rouge Parish
9/9/2019,Belle Chasse Tunnel on LA 23 - Plaquemines Parish
9/9/2019,"LA 182 (University Avenue) between US 167 (Johnston Street) & LA 182 (Pinhook Road), Lafayette Parish, Lane Closure"
9/9/2019,"EXTENDED - LA 320 at Olivier Bridge, Iberia Parish, Bridge Closure"
9/9/2019,"LA 42 Widening and Improvements, Lane Shift, Ascension Parish"
9/9/2019,LA 30 (Nicholson Drive) Alternating Lane Closures - East Baton Rouge Parish (UPDATED)
9/9/2019,"LA 3196, Concordia Parish *UPDATE: Open*"
9/9/2019,"LA 182 (N. University Avenue), Lafayette Parish, Lane Closure"
9/9/2019,US 171 over Calcasieu River (MP 3.5) SOUTHBOUND LEFT LANE CLOSURE – CALCASIEU PARISH
9/9/2019,US 171 over English Bayou (MP 2.6) NORTHBOUND LEFT LANE CLOSURE – CALCASIEU PARISH
9/9/2019,"NB LA 3046, Causeway Boulevard, between Airline Drive and Jefferson Highway, Jefferson Parish"
9/9/2019,"SB LA 3046, Causeway Boulevard, between Airline Drive and Jefferson Highway, Jefferson Parish"
9/9/2019,"Judge Perez Bridge, LA 23, Plaquemines Parish"
9/6/2019,"I-10 Eastbound and Westbound from MM 136 (Ramah) to 140 (Grosse Tete), Iberville Parish, Lane & Shoulder Closures"
9/6/2019,"I-10 EB & WB on the Atchafalaya Basin Bridge from MM 117 to 135.5 (Ramah), St. Martin/Iberville Parish, Alternating Lane & Shoulder Closures"
9/6/2019,"LA 541, Jefferson Parish, H.012553.6"
9/6/2019,"LA 611-1 (River Road) from Arnoult Road to Highway Drive, Jefferson Parish, S.P. No H.012161"
9/6/2019,"US 90B, Jefferson Parish, H.011311.6"
9/6/2019,"I-10, Jefferson Parish, H.012989.6"
9/6/2019,"LA 428 (Behrman Hwy.), Orleans Parish, H.012989.6"
9/6/2019,"I-310 from US 61 to I-10 interchange, St. Charles Parish, S.P. No. H.013599"
9/6/2019,"I-10 from Power Boulevard to I-310 interchange, St. Charles Parish, S.P. No. H.013599"
9/6/2019,"LA 541, Jefferson Parish, H.012553.6"
9/6/2019,"LA 16, Livingston Parish, Road Closure, S.P. H.013230"
9/6/2019,"RAMP CLOSURE: LA 3132 westbound to I-49 northbound, Caddo Parish"
9/6/2019,"US 90 Eastbound and Westbound between MM 139 and 143, St. Mary and Iberia Parishes, Alternating Lane Closures, S.P. # H.012911"
9/6/2019,"LA 964/US 61, EAST & WEST FEL PARISHES, INTERSECTION CLOSURE, H.013193"
9/6/2019,"LA-426 (Old Hammond Hwy.) Eastbound, East Baton Rouge Parish"
9/6/2019,I-210 project nighttime closures for September 9 to 12 – Calcasieu Parish
9/5/2019,"UPDATE: ALL LANES OPEN: US 190, Emergency Lane Closure East and West Bound"
9/5/2019,"US 90B, Jefferson Parish, H.011311.6"
9/5/2019,"US 90, Jefferson Highway, from Monticello Street to Deckbar Avenue, Jefferson Parish"
9/5/2019,"LA 18, from Willsood Road to Acadia Drive, Jefferson Parish"
9/5/2019,"LA 42 (Highland Rd.) from Siegen Ln. to Perkins Rd., East Baton Rouge Parish"
9/5/2019,"I-12 & I-10 Patching, East Baton Rouge Parish"
9/5/2019,LA 30 @ Lee Dr./ Brightside Ln
9/5/2019,"Belle Chasse Tunnel on LA 23,  Plaquemines Parish"
9/4/2019,H.011295 -- LA 73: Government St. -- East Baton Rouge Parish
9/4/2019,"I-310 at the I-10 Exchange, St. Charles Parish"
9/4/2019,"I-10 Westbound Off Ramp at LA 182 (University Avenue), Lafayette Parish Alternating Lane Closures, S.P. H.012404"
9/4/2019,REVISED DATES- ST. TAMMANY PARISH – LA 22 BETWEEN US 190 AND DALWILL DRIVE – MANDEVILLE
9/4/2019,St. Tammany Parish - LA 25 (Folsom City Limit - Hay Hollow Road) - Lane Closures
9/4/2019,ST. TAMMANY PARISH- I-59 SOUTH BOUND LANE CLOSURE FOR CAMERA MAINTENANCE
9/4/2019,Terrebonne Parish-La 57 Dulac Swing Span Bridge
9/4/2019,Terrebonne Parish- La 315 Falgout Canal Swing Bridge
9/3/2019,"I-310, Ramp Closures, St. Charles Parish"
9/3/2019,H.011708.6 -- Airline Hwy (US 61)/Florida Blvd (US 190) -- East Baton Rouge Parish
9/3/2019,Lane closure on LA 385 (Ryan Street) @ McNeese Street - Calcasieu Parish
9/3/2019,"LA 611-1, Jefferson Parish, S.P.N. H.012161"
9/3/2019,"Update: Now Open  LA 1 SB Turn Lane @ Avenue G - Port Allen, Lane Closure"
9/3/2019,ST. TAMMANY PARISH - US 190B: Hoover Dr. to US 190 (Slidell) - UPDATE (CHANGE START DATE TO 09/08/2019)
9/3/2019,"LA 344 at the Morbihan Bridge, Iberia Parish, Bridge Closure"
9/3/2019,H.013579.6 – Interstate 10 (I-10) -- East Baton Rouge
9/3/2019,"I-310 from US 61 to I-10 Interchange, St. Charles Parish, S.P.N.13599"
9/3/2019,"I-10 from Power Boulevard to I-310 Interchange, St. Charles Parish, S.P.N. H.013599"
9/3/2019,"US 90B, Jefferson Parish, H.011311.6"
9/3/2019,"LA 428, (Behrman Hwy) and I-10, H.012989 - Orleans & Jeffeson Parish (Dist. 02 Approach Slab Leveling)"
9/3/2019,EXTENDED - St. Mary Parish – LA 323 (Oaklawn Bridge over Bayou Teche) - Bridge Replacement
8/30/2019,"LA 42 (Highland Rd.) from Siegen Ln. to Perkins Rd., East Baton Rouge Parish"
8/30/2019,"I-12 & I-10 Patching, East Baton Rouge Parish"
8/30/2019,LA 30 @ Lee Dr./ Brightside Ln
8/30/2019,ALL WAY STOP: LA 99 (Adams Street) @ South Street - Welsh - Jefferson Davis Parish
8/30/2019,"Lane Closure: US 90 B (Crescent City Connection), Orleans Parish"
8/30/2019,"I-10 Eastbound and Westbound from MM 117 to 135.5 (Ramah), St. Martin/Iberville Parish - Alternating Lane & Shoulder Closures"
8/30/2019,"I-10 Eastbound and Westbound from MM 136 (Ramah) to 140 (Grosse Tete), Iberville Parish - Lane & Shoulder Closures"
8/30/2019,ST. TAMMANY PARISH – RAMP CLOSURES OF I-12 INTERCHANGES AT LA 1088 AND LA 59
8/30/2019,I-210 project nighttime closures for September 3 to 5 – Calcasieu Parish
8/30/2019,"I-12, Livingston Parish, Lane Closure, S.P. H.010558"
8/30/2019,H.011708.6 -- Airline Hwy (US 61)/Florida Blvd (US 190) -- East Baton Rouge Parish
8/30/2019,H.013485.6 -- Jefferson Hwy (LA 73) -- East Baton Rouge
8/29/2019,LA 3064 (ESSEN LANE) - LANE CLOSURE - EAST BATON ROUGE PARISH
8/29/2019,"I-10 WB between mile marker 118 & Exit 115 (LA 347, Henderson/Cecilia), St. Martin Parish, Lane Closure"
8/29/2019,"I-10, S.P.N., H.0012602.6, Orleans Parish"
8/29/2019,"LA 16, Livingston Parish, Road Closure, S.P. H.013230"
8/29/2019,"US 90, Huey P. Long Bridge, Jefferson Parish,"
8/29/2019,REVISION 8/29/19: St. Tammany Parish - LA 25 (Folsom City Limit - Hay Hollow Road) - Lane Closure
8/28/2019,I-10 WB (NEW BRIDGE) ROLLING LANE CLOSURE - EAST AND WEST BATON ROUGE PARISHES
8/28/2019,"Intermittent Lane Closure, US 190 & LA 1 South, Pointe Coupee and West Baton Rouge Parishes"
8/28/2019,Road/Bridge Closure – Nursey Street at Buxton Creek in DeQuincy - Calcasieu Parish
8/28/2019,"Judge Seeber, Claiborne Avenue Bridge, Orleans Parish"
8/28/2019,"Harvey Tunnel, US 90B, Jefferson Parish"
8/28/2019,"LA 611-1,River Road from Arnoult Road to Highway Drive, Jefferson Parish, S.P. No H.012161"
8/28/2019,ST. TAMMANY PARISH - I-10: MEDIAN PROTECTION-OAK HARBOR LIGHT/RAMP (H.011024)
8/28/2019,ST. TAMMANY PARISH - I-10: MEDIAN PROTECTION-OAK HARBOR LIGHT/RAMP (H.011024)
8/28/2019," I-12, TANGIPAHOA PARISH, RAMP and LANE CLOSURES, S.P. H.010991"
8/28/2019,Vitrano RD. BRIDGE – TANGIPAHOA - STATE PROJECT H.011527
8/27/2019,"LA 6; Many, Sabine Parish; Alternating Lane Closure"
8/27/2019,"North Claiborne On-Ramp to I-10 Westbound, Orleans Parish"
8/27/2019,"Judge Seeber, Claiborne Avenue Bridge, on LA 39, Orleans Parish"
8/27/2019,I-49 Service Roads; Rapides Parish; H.013831; Alternating Lane Closures
8/27/2019, UPDATE: ST. TAMMANY PARISH COMPLETE ROAD CLOSURE – LA 36 IN COVINGTON NOW OPEN
8/27/2019,"CANCELED - I-10 Eastbound between mile markers 115.75 & 116.5 (near the Atchafalaya Basin Bridge), St. Martin Parish, Lane Closure"
8/27/2019,"I-12, Livingston Parish, Lane Closure, S.P. H.010558  **EXTENDED**"
8/26/2019,"EMERGENCY INTERSTATE CLOSURE: I-10 eastbound & westbound at Mile Marker 125, St. Martin Parish"
8/26/2019,"Power Boulevard On-Ramp to I-10, Jefferson Parish"
8/26/2019,"Williams Boulevard On-Ramp to I-10 Eastbound, Jefferson Parish"
8/26/2019,"I-10 N Service Rd, Jefferson Parish, H.012744"
8/26/2019,I-210 project nighttime closures for August 26 to 29 – Calcasieu Parish
8/26/2019,H.013485.6 -- Jefferson Hwy (LA 73) -- East Baton Rouge
8/25/2019,CANCELLED: I-210 Prien Lake Bridge closure from the I-210 West Interchange to the Cove Lane Interchange – Calcasieu Parish
8/24/2019,"LA 16, Livingston Parish, Road Closure, S.P. H.013230"
8/23/2019,***UPDATE ***Emergency Lane Closure - LA 30 Nicholson Drive - East Baton Rouge Parish
8/23/2019,LANE CLOSURE LA 385 (RYAN STREET) - CALCASIEU PARISH
8/23/2019,"LA 611-1 (River Road) from Arnoult Road to Highway Drive, Jefferson Parish, S.P. No H.012161"
8/23/2019,"UPDATE - REOPENED: LA 169 at Hammock Rd., in Caddo Parish"
8/23/2019,"**UPDATE, ENDOM BRIDGE NOW OPEN**LA 3280, ENDOM BRIDGE CLOSURE, OUACHITA PARISH"
8/23/2019,"LA 986, West Baton Rouge Parish, Intermittent Lane Closure"
8/23/2019,LA 146 Bridge Reopened/Jackson Parish
8/23/2019,INTERMITTENT LANE CLOSURES LA 395 (MP 16 - MP 19) - JEFFERSON DAVIS PARISH
8/23/2019,"I-10 from Power Boulevard to I-310 interchange, St. Charles Parish, S.P. No. H.013599"
8/23/2019,"I-310 from US 61 to I-10 interchange, St. Charles Parish, S.P. No. H.013599"
8/23/2019,"LA 3064 (Essen Ln) Northbound, East Baton Rouge Parish"
8/23/2019,"I-10 Eastbound and Westbound from MM 136 (Ramah) to 140 (Grosse Tete), Iberville Parish, Lane & Shoulder Closures"
8/23/2019,"I-10 WB between MM 118 and Exit 115 (LA 347, Cecilia/Henderson), St. Martin Parish, Lane Closure"
8/23/2019,"LA 3182 at Bayside Bridge, Iberia Parish - Road Closure"
8/23/2019,LANE CLOSURE - LA 1 @ Bayou Plaquemine in Iberville Parish
8/22/2019,"I-10, High-Rise, Orleans Parish"
8/22/2019,"ROAD CLOSURE: US 371 in Cullen, Webster Parish"
8/22/2019,"NOW OPEN Emergency Bridge Closure, LA 3116 (East Ardoin Street), Acadia Parish"
8/22/2019,"I-10 High-Rise, Orleans Parish"
8/22/2019,LA 30 @ Lee Dr./ Brightside Ln
8/22/2019,"I-12 & I-10 Patching, East Baton Rouge Parish"
8/22/2019,"LA 42 (Highland Rd.) from Siegen Ln. to Perkins Rd., East Baton Rouge Parish"
8/21/2019,**BRIDGE CLOSURE**; LA 1 - Simmesport Bridge; Avoyelles Parish
8/21/2019,IST. TAMMANY PARISH-10: MEDIAN PROTECTION-OAK HARBOR LIGHT/RAMP
8/21/2019,ST. TAMMANY PARISH - I-12: LA 59 TO BAYOU LACOMBE/LA 434
8/21/2019,ST. TAMMANY PARISH - I-10: MEDIAN PROTECTION-OAK HARBOR LIGHT/RAMP
8/21/2019,"NOW OPEN - LA 3195 – Nelson Canal Bridge, Iberia Parish - Road Closure"
8/21/2019,LA 440: BOX CULVERT REPAIR – TANGIPAHOA -  STATE PROJECT H.013814
8/21/2019,"LANE CLOSURES: I-20 westbound between Benton Rd. & Industrial Dr., Bossier Parish"
8/21/2019,"Harvey Tunnel, US 90B (Westbank Expressway), Jefferson Parish"
8/21/2019,"**Update: Canceled**   LA 6; Many, Sabine Parish"
8/21/2019,"I-10 at Dwyer Road Overpass, Orleans Parish, I-10, # H.012602.6"
8/20/2019,"I-10 N Service Rd, Jefferson Parish, H.012744"
8/20/2019,"US 90 on the Atchafalaya River Bridge, Bayou Ramous Bridge and Bayou Boeuf Bridge, St. Mary Parish, Alternating Lane Closures"
8/20/2019,"US 165, LaSalle Parish *Update: OPEN*"
8/20/2019,"US 90B, Crescent City Connections HOV-Lanes, Orleans Parish"
8/20/2019,"LA 18, St Charles Parish"
8/20/2019,"I-10 EB & WB on the Atchafalaya Basin Bridge from MM 117 to 135.5 (Ramah), St. Martin/Iberville Parish, Alternating Lane & Shoulder Closure"
8/19/2019,"Update: Emergency Closure, US 190 & LA 1 South, Pointe Coupee & West Baton Rouge Parishes"
8/19/2019,LA 385 (Ryan Street) Southbound Right Lane Closure – Calcasieu Parish
8/19/2019,LA 1138-2 (Nelson Road) Southbound Lane Closure—Calcasieu Parish
8/19/2019,LA 158: US 71 to Viney Ridge Road;  Grant Parish;  H.012916
8/19/2019,"ROAD CLOSURE: I-20 eastbound bridge over Kings Hwy, Caddo Parish"
8/19/2019,"I-10 EB & WB on the Atchafalaya Basin Bridge from MM 117 to 135.5 (Ramah), St. Martin/Iberville Parish, Alternating Lane & Shoulder Closures"
8/19/2019,"I-10 Eastbound & Westbound from MM 136 (Ramah) to 140 (Grosse Tete), Iberville Parish, Lane & Shoulder Closures"
8/19/2019,***UPDATE***Eastbound Shoulder Closure: I-10 MP 2 through MP 3 (Near the I-10 Toomey Rest Area) - Calcasieu Parish
8/19/2019,"ROAD CLOSURE: River Colony Drive under Texas St. Bridge, Bossier Parish"
8/19/2019,"NOW OPEN - US 190 Railroad Overpass at Acadiana Prep Circle, St. Landry Parish, Lane Closure"
8/16/2019,"I-10 WB mile marker 109 (Breaux Bridge) and 108 (Truck Weigh Station), Lafayette/St. Martin Parish, Lane Closure"
8/16/2019,"Lane Closure - LA 442: TANGIPAHOA RIVER BRIDGE REPLACEMENT, TANGIPAHOA PARISH, STATE PROJECT H.013052"
8/16/2019,"I-10 from Power Boulevard to I-310 interchange, St. Charles Parish, S.P. No. H.013599"
8/16/2019,"I-310 from US 61 to I-10 interchange, St. Charles Parish, S.P. No. H.013599"
8/16/2019,"LA 428 (Behrman Highway), Orleans Parish, H.012989.6"
8/16/2019,"US 90B, Jefferson Parish, H.011311.6"
8/16/2019,LA 3061 near Ruston in Lincoln Parish-NOW OPEN
8/16/2019,"LA 42 Lane Shifts, Ascension Parish"
8/16/2019,"LA 1 & LA 401 Emergency Drainage Repair Assumption Parish, Intermittent Lane Closures"
8/16/2019,ST. JOHN THE BAPTIST PARISH – LA 640: LA 18 - LA 3127 – STATE PROJECT H.012983
8/16/2019,DOTD announces installation of new crosswalk in Natchitoches
8/16/2019,I-210 project nighttime closures for August 19 to 22 – Calcasieu Parish
8/16/2019,"LA 16, Livingston Parish, Road Closure, S.P. H.013230"
8/15/2019,**UPDATE to ROAD CLOSURE* LA 6 at the Grande Ecore Bridge; Natchitoches Parish
8/15/2019,"LA 3064 (Essen Ln) Southbound, East Baton Rouge Parish"
8/15/2019,"LA 3064 (Essen Ln) Southbound, East Baton Rouge Parish"
8/15/2019,"LA 3134, Crown Point High-rise, Jefferson Parish"
8/15/2019,LA 30 @ Lee Dr./ Brightside Ln
8/15/2019,"I-12 & I-10 Patching, East Baton Rouge Parish"
8/15/2019,"LA 42 (Highland Rd.) from Siegen Ln. to Perkins Rd., East Baton Rouge Parish"
8/15/2019,ST. TAMMANY PARISH I-10: MEDIAN PROTECTION- OAK HARBOR LIGHT/RAMP
8/15/2019,ST. TAMMANY PARISH - I-10: MEDIAN PROTECTION-OAK HARBOR LIGHT/RAMP
8/15/2019,"LA 1264 (Senator Ted Hickey/Seabrook Bridge), Orleans Parish"
8/15/2019,"US 90 at the US 90B Over-Pass, Jefferson Parish"
8/14/2019,"I-10 Westbound between Mile Markers 103 (Bayou Coulee) and 104 (Louisiana Avenue), Lafayette Parish - Shoulder Closure"
8/14/2019,"EXTENDED - LA 31 (Berard Street) from Patin Street to Martin Street, St. Martin Parish – Lane Closure"
8/14/2019,"UPDATE - REOPENED: LA 154/518 Bridge over Drain, Claiborne Parish"
8/14/2019,***UPDATE***BLACK BAYOU BRIDGE – LA 384 OVER INTRACOASTAL WATERWAY – CALCASIEU PARISH – REOPENED TO MARINE & VEHICLE TRAFFIC
8/14/2019,INTERMITTENT WESTBOUND LANE CLOSURE LA 3086 - JEFFERSON DAVIS PARISH
8/14/2019,**BRIDGE CLOSURE**; LA 1215 over Toledo Bend Lake; Sabine Parish
8/14/2019,INTERMITTENT WESTBOUND LANE CLOSURE LA 102 - JEFFERSON DAVIS PARISH
8/14/2019,"REOPENED - LA 1042, ST. HELENA PARISH"
8/14/2019,"NOW OPEN - US 190 Railroad Overpass at Acadiana Prep Circle, St. Landry Parish, Road Closure"
8/13/2019,UPDATE:  LA. 38: US 51 to LA. 1054 – TANGIPAHOA – STATE PROJECT H.012154
8/13/2019,UPDATED:  LA. 38: US 51 to LA. 1054 – TANGIPAHOA – STATE PROJECT H.012154
8/13/2019,UPDATED:  LA. 38: US 51 to LA. 1054 – TANGIPAHOA – STATE PROJECT H.012154
8/13/2019,UPDATED:  LA. 38: US 51 to LA. 1054 – TANGIPAHOA – STATE PROJECT H.012154
8/13/2019,UPDATED:  LA. 38: US 51 to LA. 1054 – TANGIPAHOA – STATE PROJECT H.012154
8/13/2019,UPDATED:  LA. 38: US 51 to LA. 1054 – TANGIPAHOA – STATE PROJECT H.012154
8/13/2019,UPDATED:  LA. 38: US 51 to LA. 1054 – TANGIPAHOA – STATE PROJECT H.012154
8/13/2019,LANE CLOSURE - LA 426 (Old Hammond Hwy) in East Baton Rouge
8/13/2019,"LA 573, Tensas Parish *Update - OPEN*"
8/13/2019,"I-12, Livingston Parish, Lane Closure, S.P. H.010558"
8/13/2019,UPDATE--BLACK BAYOU BRIDGE – LA 384 OVER INTRACOASTAL WATERWAY – CALCASIEU PARISH – REOPENED TO MARINE TRAFFIC
8/13/2019,"I-12, Livingston Parish, Lane Closure, S.P. H.010558"
8/13/2019,LANE CLOSURE - LA 1 R/R Bridge in West Baton Rouge
8/12/2019,LA 1226 & LA 1227: US 84 to Placid Oil Road; Natchitoches Parish; H.012920; Alternating Lane Closures
8/12/2019,"I-310 from US 61 to I-10 interchange, St. Charles Parish, S.P. No. H.013599"
8/12/2019,I-210 project nighttime closures for August 12 to 15 – Calcasieu Parish
8/10/2019,"UPDATE - REOPENED: I-49 north at MLK Drive, Caddo Parish"
8/9/2019,"CANCELLED - ROAD CLOSURE: US 80 (E. Texas St.) at the UP Railroad, Bossier Parish"
8/9/2019,"**Update: Reopened**  LA 623: north of Flagon Bayou Bridge; Paradise, Rapides Parish; H.001923"
8/9/2019,"REVISED: LA 301, a quarter mile west of LA 3134, Jefferson Parish"
8/9/2019,UPDATE:  Terrebonne Parish- La 660 (Coteau Rd) Bridge - OPEN TO VEHICULAR TRAFFIC
8/9/2019,"I-310 from US 61 to I-10 interchange, St. Charles Parish, S.P. No. H.013599"
8/9/2019,"I-10 from Power Boulevard to I-310 interchange, St. Charles Parish, S.P. No. H.013599"
8/9/2019,"LA 428 (Behrman Hwy.), Orleans Parish, H.012989.6"
8/9/2019,"US 90B, Jefferson Parish, H.011311.6"
8/9/2019,LA 44: St. James Parish Line to LA 54 – ST. JOHN THE BAPTIST PARISH - STATE PROJECT H.012580
8/9/2019,**Update: Reopened**  LA 623; Rapides Parish; H.012963
8/9/2019,RAMP CLOSURES: I-20 westbound off-ramps at Spring/Market & Common St. in Caddo Parish
8/9/2019,"Lane Closure – I-10: Reserve Relief Canal Bridge Repair, St. John the Baptist Parish, State Project H.013876"
8/9/2019,"I-55 Northbound & Southbound, Moving Operation, from Mileposts 29 to 36, Tangipahoa Parish."
8/9/2019,"I-55 Southbound, Moving Operation, from Mileposts 36 to 46, Tangipahoa Parish."
8/9/2019,"LA 16, Livingston Parish, Road Closure, S.P. H.013230"
8/9/2019,"I-10 EB Ramp to La 1 SB closed, WEST BATON ROUGE PARISH *** Update***"
8/8/2019,I-10 EB Ramp to La 1 SB closed
8/8/2019,*BRIDGE LANE CLOSURE*; #132-07-0229-1; LA 1215 over Toledo Bend; Sabine Parish
8/8/2019,*BRIDGE LANE CLOSURE*; LA 1215 over Toledo Bend; Sabine Parish
8/8/2019,*BRIDGE LANE CLOSURE* LA 1 over Atchafalaya River; Avoyelles Parish
8/8/2019,LA 38: US 51 to LA 1054 – TANGIPAHOA - STATE PROJECT H.012154
8/8/2019,"REOPENED - LA 1024, LIVINGSTON PARISH"
8/8/2019,ST. TAMMANY PARISH - I-12: LA 59 TO BAYOU LACOMBE/LA 434
8/8/2019,***UPDATE***BLACK BAYOU BRIDGE – LA 384 OVER INTRACOASTAL WATERWAY – CALCASIEU PARISH – REOPENED TO MARINE & VEHICLE TRAFFIC
8/8/2019,ST. TAMMANY PARISH – LA 22 BETWEEN US 190 AND DALWILL DRIVE – MANDEVILLE – H.000506
8/8/2019,"Lane Closure - LA 442: TANGIPAHOA RIVER BRIDGE REPLACEMENT, TANGIPAHOA PARISH, STATE PROJECT H.013052"
8/8/2019,"LA 182 (Pinhook Road) from US 90 (Evangeline Thruway) to Kaliste Saloom Road, Lafayette Parish – Alternating Lane Closures"
8/8/2019,INTERMITTENT WESTBOUND LANE CLOSURE US 90 AT MP 54 (WELSH) - JEFFERSON DAVIS PARISH
8/8/2019,LA 30 @ Lee Dr./ Brightside Ln
8/8/2019,"I-12 & I-10 Patching, East Baton Rouge Parish"
8/8/2019,"LA 42 (Highland Rd.) from Siegen Ln. to Perkins Rd., East Baton Rouge Parish"
8/8/2019,LANE CLOSURE – LA 42 (Burbank Drive) 0.7 miles S. of Highland Rd. – EAST BATON ROUGE PARISH
8/8/2019,H.012276 -- US 61 at Thomas Rd. -- East Baton Rouge Parish
8/8/2019,LANE CLOSURE - NB & SB - LA 3213 @ Mississippi River Bridge (Gramercy)
8/8/2019,LANE CLOSURE - LA 3213 @ Mississippi River Bridge (Gramercy)
8/8/2019,UPDATE**Lane Closure - LA 3213 @ Mississippi River Bridge (Gramercy)
8/7/2019,"LA 3078, Tensas Parish *Update: OPEN after Closure due to high water*"
8/7/2019,"I-12, Livingston Parish, Lane Closure, S.P. H.010558"
8/7/2019,SPEED ZONE MODIFICATIONS: LA 383 - Iowa - Calcasieu Parish
8/7/2019,"I-55 Northbound & Southbound, Moving Operation, from Mileposts 36 to 66, Tangipahoa Parish."
8/7/2019,"I-55 Northbound & Southbound, Moving Operation, from Mileposts 36 to 66, Tangipahoa Parish."
8/7/2019,Westbound Shoulder Closure: US 90 MP 23.019 (between S. Post Oak Road and N. Beglis Parkway) - Calcasieu Parish
8/7/2019,"LA 733 (E. Broussard Road) between Kaliste Saloom Road and Cue Road, Lafayette Parish - Road Closure"
8/6/2019,CANCELED**LANE CLOSURE - US 61 @ Thompson Creek in West Feliciana Parish
8/6/2019,***UPDATE***I-10 East Bound Inside Lane MP 54 through MP 59 IS REOPENED– Jefferson Davis Parish
8/6/2019,"I-10 Eastbound on the Atchafalaya Basin Bridge from MM 136 (Ramah) to 140 (Grosse Tete), St. Martin/Iberville Parishes - Lane & Shoulder Closures"
8/6/2019,"I-10 Westbound on the Atchafalaya Basin Bridge from MM 140 (Grosse Tete) to 136 (Ramah), St. Martin/Iberville Parish, Lane & Shoulder Closures"
8/6/2019,"I-10 Westbound on the Atchafalaya Basin Bridge from MM 135.7 (Ramah) to 117.5, St. Martin/Iberville Parishes, Alternating Lane & Shoulder Closures"
8/6/2019,"I-10 Eastbound on the Atchafalaya Basin Bridge from MM 117 to 135.5 (Ramah), St. Martin/Iberville Parishes, Alternating Lane & Shoulder Closures"
8/6/2019,REVISION: as of 8/5/19 - CLOSURE CANCELLED: Washington Parish - LA 436 (Monroe Creek Road - N. Jct. LA 21) - Lane Closures
8/6/2019,St. Tammany Parish - LA 25 (Folsom City Limit - Hay Hollow Road) - Lane Closure
8/6/2019,Lane Closure - LA 3064 (Essen Lane) NB in East Baton Rouge Parish
8/6/2019,LANE CLOSURE - Southbound LA 15 @ Old River Locks in Pointe Coupee Parish
8/5/2019,"LA 328 (Rees Street) northbound and southbound under I-10, St. Martin Parish, Road Closure"
8/5/2019,"LA 182 (West Pinhook Road), Lafayette Parish, Lane Closure"
8/5/2019,LANE CLOSURE - LA 76 @ Bayou Grosse Tete in Iberville Parish
8/5/2019,"NOW OPEN  Berwick Bridge on LA 182 (Brashear Avenue) in Morgan City, St. Mary Parish, Bridge Closed for Routine Maintenance"
8/5/2019,"NOW OPEN  US 190 Westbound, St. Landry Parish - Road Closure"
8/5/2019,"LA 320 at Olivier Bridge, Iberia Parish - Road Closure"
8/5/2019,"LA 3182 at Bayside Bridge, Iberia Parish – Road Closure"
8/5/2019,"LA 16, Livingston Parish, Road Closure, S.P. H.013230"
8/5/2019,LA 385 (Ryan Street) Northbound Right Turn Lane Closure — Calcasieu Parish
