date,closed,report,query_string,lat,lng,query_score,field_score
8/31/2020,0.0,**BRIDGE RE-OPENED** Jackson Street Bridge; US 165-B; Rapides Parish; Bridge Repair,**BRIDGE+RE-OPENED**+Jackson+Street+Bridge;+US+165-B;+Rapides+Parish;+Bridge+Repair,0.0,0.0,0.0,0.0
8/31/2020,1.0,"I-55 & I-12 DISTRICT WIDE OGFC SPOT REPAIR – ST. TAMMANY PARISH, LANE & RAMP CLOSURES AT I-12/ I-59/ I-10 INTERCHANGE - STATE PROJECT H.013903","I-55+&+I-12+DISTRICT+WIDE+OGFC+SPOT+REPAIR+–+ST.+TAMMANY+PARISH,+LANE+&+RAMP+CLOSURES+AT+I-12/+I-59/+I-10+INTERCHANGE+-+STATE+PROJECT+H.013903",30.1976,-90.43223,1.0,"{'state': 1.0, 'streets': [1.0]}"
8/31/2020,0.0,**ROAD RE-OPENED** LA 1187; Avoyelles Parish,**ROAD+RE-OPENED**+LA+1187;+Avoyelles+Parish,31.03816,-92.07624,0.57,"{'state': 1.0, 'county': 1.0, 'streets': [1.0]}"
8/31/2020,1.0,"UPDATE: ROAD CLOSURE 9/1 and 9/2 Nightly- I-20/Well Road Overpass, Ouachita Parish","UPDATE:+ROAD+CLOSURE+9/1+and+9/2+Nightly-+I-20/Well+Road+Overpass,+Ouachita+Parish",0.0,0.0,0.0,0.0
8/31/2020,-1.0,"LA 47, Orleans & St. Bernard Parish, H.013560.6","LA+47,+Orleans+&+St.+Bernard+Parish,+H.013560.6",30.00471,-89.93902,1.0,"{'state': 1.0, 'county': 1.0, 'streets': [1.0]}"
8/31/2020,1.0,UPDATE: LA 306 - From the Fricky Ln. Intersection - St. Charles Parish,UPDATE:+LA+306+-+From+the+Fricky+Ln.+Intersection+-+St.+Charles+Parish,0.0,0.0,0.0,0.0
8/31/2020,1.0,UPDATE: LA 45 – South of LA 302 intersection - Jefferson Parish,UPDATE:+LA+45+–+South+of+LA+302+intersection+-+Jefferson+Parish,0.0,0.0,0.0,0.0
8/31/2020,1.0,"I-10 EB between MM 114.5 & 117 (Atchafalaya Basin Bridge), St. Martin Parish, Alternating Lane Closures","I-10+EB+between+MM+114.5+&+117+(Atchafalaya+Basin+Bridge),+St.+Martin+Parish,+Alternating+Lane+Closures",30.44335,-91.18664,0.33,{'state': 1.0}
8/31/2020,1.0,"LA 93 (Westgate Rd.) SB from US 90 (Cameron St.) to Dulles Drive, Lafayette Parish, Traffic Shift & Alternating Lane Closures","LA+93+(Westgate+Rd.)+SB+from+US+90+(Cameron+St.)+to+Dulles+Drive,+Lafayette+Parish,+Traffic+Shift+&+Alternating+Lane+Closures",0.0,0.0,0.0,0.0
8/31/2020,1.0,ROAD CLOSURE UPDATE FOR MONROE REGION,ROAD+CLOSURE+UPDATE+FOR+MONROE+REGION,32.50983,-92.11879,0.37,"{'state': 1.0, 'city': 1.0}"
8/31/2020,1.0,CLOSED - Update on Grand Lake Bridge in Cameron Parish,CLOSED+-+Update+on+Grand+Lake+Bridge+in+Cameron+Parish,30.05142,-93.27925,0.47,"{'state': 1.0, 'county': 1.0, 'district': 1.0}"
8/31/2020,1.0,"UPDATE I-10, Jefferson and St. Charles Parish, S.P. No. H.013839","UPDATE+I-10,+Jefferson+and+St.+Charles+Parish,+S.P.+No.+H.013839",0.0,0.0,0.0,0.0
8/30/2020,0.0,Road open: LA 384 from 1138-2 (Nelson Road) to LA 1144 (Big Pastor Road),Road+open:+LA+384+from+1138-2+(Nelson+Road)+to+LA+1144+(Big+Pastor+Road),0.0,0.0,0.0,0.0
8/30/2020,1.0,UPDATE Road Closures Due to High Water – St. Mary Parish,UPDATE+Road+Closures+Due+to+High+Water+–+St.+Mary+Parish,0.0,0.0,0.0,0.0
8/30/2020,1.0,UPDATE: LA 110 from Singer to Longville – Beauregard Parish,UPDATE:+LA+110+from+Singer+to+Longville+–+Beauregard+Parish,30.60637,-93.29928,0.58,"{'state': 1.0, 'county': 1.0, 'city': 1.0, 'streets': [1.0]}"
8/30/2020,1.0,UPDATE: LA 27 from I-10 to LA 108 - Calcasieu Parish,UPDATE:+LA+27+from+I-10+to+LA+108+-+Calcasieu+Parish,30.31275,-93.20012,0.5,"{'state': 1.0, 'county': 1.0, 'streets': [0.9]}"
8/30/2020,0.0,"**ROAD RE-OPENED**  I-49: Alexandria, Rapides Parish, Louisiana; Power Lines","**ROAD+RE-OPENED**++I-49:+Alexandria,+Rapides+Parish,+Louisiana;+Power+Lines",0.0,0.0,0.0,0.0
8/30/2020,1.0,UPDATE: LA 109 from LA 27 to LA 12 - Beauregard/Calcasieu Parishes,UPDATE:+LA+109+from+LA+27+to+LA+12+-+Beauregard/Calcasieu+Parishes,0.0,0.0,0.0,0.0
8/30/2020,1.0,UPDATE Road Closures Due to High Water – Evangeline Parish,UPDATE+Road+Closures+Due+to+High+Water+–+Evangeline+Parish,30.26478,-92.58439,0.33,"{'state': 1.0, 'city': 1.0}"
8/30/2020,1.0,Update on US 171 from Calcasieu Parish line to US 90 - Calcasieu Parish,Update+on+US+171+from+Calcasieu+Parish+line+to+US+90+-+Calcasieu+Parish,0.0,0.0,0.0,0.0
8/30/2020,1.0,UPDATE: LA 101 from US 165 to I-10- Jefferson Davis Parish,UPDATE:+LA+101+from+US+165+to+I-10-+Jefferson+Davis+Parish,30.24685,-92.83517,0.52,"{'country': 1.0, 'state': 1.0, 'county': 1.0, 'streets': [1.0]}"
8/30/2020,1.0,Update: LA 12 from LA 27 to state line - Calcasieu Parish/Beauregard Parish,Update:+LA+12+from+LA+27+to+state+line+-+Calcasieu+Parish/Beauregard+Parish,0.0,0.0,0.0,0.0
8/30/2020,1.0,UPDATE: LA 108 from I-10 to LA 1256 - Calcasieu Parish,UPDATE:+LA+108+from+I-10+to+LA+1256+-+Calcasieu+Parish,0.0,0.0,0.0,0.0
8/30/2020,1.0,"UPDATE: LA 383 from US 165 to US 90 – Allen,Jefferson Davis, and Calcasieu Parishes","UPDATE:+LA+383+from+US+165+to+US+90+–+Allen,Jefferson+Davis,+and+Calcasieu+Parishes",0.0,0.0,0.0,0.0
8/30/2020,1.0,UPDATE: LA 99 from LA 102 to US 90 - Jefferson Davis Parish,UPDATE:+LA+99+from+LA+102+to+US+90+-+Jefferson+Davis+Parish,30.23854,-92.65501,0.56,"{'country': 1.0, 'state': 1.0, 'county': 1.0, 'streets': [1.0]}"
8/30/2020,0.0,UPDATE - Road open: LA 112 from US 171 to LA 399 - Beauregard Parish,UPDATE+-+Road+open:+LA+112+from+US+171+to+LA+399+-+Beauregard+Parish,0.0,0.0,0.0,0.0
8/30/2020,1.0,UPDATE: US 90 from LA 99 (Welsh) to LA 101 (Lacassine) – Jefferson Davis Parish,UPDATE:+US+90+from+LA+99+(Welsh)+to+LA+101+(Lacassine)+–+Jefferson+Davis+Parish,30.23158,-92.92255,0.53,"{'state': 1.0, 'county': 1.0, 'city': 1.0, 'streets': [1.0]}"
8/30/2020,1.0,UPDATE: US 90 from LA 101 to US 165 - Calcasieu Parish,UPDATE:+US+90+from+LA+101+to+US+165+-+Calcasieu+Parish,30.23647,-93.37797,0.54,"{'country': 1.0, 'state': 1.0, 'county': 1.0, 'streets': [1.0], 'houseNumber': 1.0}"
8/29/2020,1.0,"LA 16, Livingston Parish, Road Closure, S.P. H.013724","LA+16,+Livingston+Parish,+Road+Closure,+S.P.+H.013724",0.0,0.0,0.0,0.0
8/29/2020,0.0,CANCELED - I-10 WB (EAST BATON ROUGE PARISH) ALTERNATING LANE CLOSURE - MM 168 TO 165,CANCELED+-+I-10+WB+(EAST+BATON+ROUGE+PARISH)+ALTERNATING+LANE+CLOSURE+-+MM+168+TO+165,0.0,0.0,0.0,0.0
8/29/2020,0.0,CANCELED - I-10 WB (EAST BATON ROUGE PARISH) RAMP CLOSURE - HIGHLAND WB OFF RAMP,CANCELED+-+I-10+WB+(EAST+BATON+ROUGE+PARISH)+RAMP+CLOSURE+-+HIGHLAND+WB+OFF+RAMP,30.53775,-91.09512,0.33,"{'state': 1.0, 'county': 1.0}"
8/29/2020,0.0,CANCELED - I-10 WB (EAST BATON ROUGE PARISH) RAMP CLOSURE - HIGHLAND ROAD WB ON RAMP,CANCELED+-+I-10+WB+(EAST+BATON+ROUGE+PARISH)+RAMP+CLOSURE+-+HIGHLAND+ROAD+WB+ON+RAMP,0.0,0.0,0.0,0.0
8/29/2020,0.0,Road open: LA 1151 near Oberlin,Road+open:+LA+1151+near+Oberlin,30.61119,-92.79023,0.65,"{'state': 1.0, 'city': 1.0, 'streets': [1.0]}"
8/29/2020,0.0,Road open: LA 113 from US 190 to LA 26 – Beauregard/Allen Parishes,Road+open:+LA+113+from+US+190+to+LA+26+–+Beauregard/Allen+Parishes,0.0,0.0,0.0,0.0
8/29/2020,1.0,ROAD CLOSURE UPDATES FOR CENTRAL LA REGION (ALEXANDRIA DISTRICT),ROAD+CLOSURE+UPDATES+FOR+CENTRAL+LA+REGION+(ALEXANDRIA+DISTRICT),31.31266,-92.44568,0.3,"{'state': 1.0, 'city': 1.0}"
8/29/2020,0.0,UPDATE: Reopened - LA 1256/LA 27 from I-10 to LA 390 – Calcasieu Parish/Cameron Parish,UPDATE:+Reopened+-+LA+1256/LA+27+from+I-10+to+LA+390+–+Calcasieu+Parish/Cameron+Parish,0.0,0.0,0.0,0.0
8/29/2020,0.0,"UPDATE - REOPENED: Tremont Eastbound & Westbound Rest Areas, Lincoln Parish","UPDATE+-+REOPENED:+Tremont+Eastbound+&+Westbound+Rest+Areas,+Lincoln+Parish",32.518,-92.45616,0.41,"{'state': 1.0, 'district': 1.0}"
8/29/2020,0.0,UPDATE - Reopened: LA 12 from LA 27 to US 171 – Calcasieu Parish/Beauregard Parish,UPDATE+-+Reopened:+LA+12+from+LA+27+to+US+171+–+Calcasieu+Parish/Beauregard+Parish,0.0,0.0,0.0,0.0
8/29/2020,0.0,Road open: US 190 from US 171 (Ragley) to US 165 (Kinder) – Beauregard/Allen Parishes,Road+open:+US+190+from+US+171+(Ragley)+to+US+165+(Kinder)+–+Beauregard/Allen+Parishes,0.0,0.0,0.0,0.0
8/29/2020,0.0,Road open: LA 101 from US 165 to LA 383 – Jefferson Parish,Road+open:+LA+101+from+US+165+to+LA+383+–+Jefferson+Parish,29.76192,-90.11816,0.38,"{'country': 1.0, 'state': 1.0, 'county': 1.0}"
8/28/2020,1.0,UPDATE: LA 14 from Broad Street to Tom Hebert Road – Calcasieu Parish,UPDATE:+LA+14+from+Broad+Street+to+Tom+Hebert+Road+–+Calcasieu+Parish,0.0,0.0,0.0,0.0
8/28/2020,1.0,Road closed: LA 113 from LA 26 to US 190 – Beauregard Parish/Jefferson Davis Parish,Road+closed:+LA+113+from+LA+26+to+US+190+–+Beauregard+Parish/Jefferson+Davis+Parish,0.0,0.0,0.0,0.0
8/28/2020,0.0,Road open: LA 99 from US 90 to LA 14 - Jefferson Davis Parish,Road+open:+LA+99+from+US+90+to+LA+14+-+Jefferson+Davis+Parish,30.26769,-92.81414,0.45,"{'country': 1.0, 'state': 1.0, 'county': 1.0}"
8/28/2020,0.0,Road open: LA 99 from US 190 to LA 102 – Jefferson Davis Parish,Road+open:+LA+99+from+US+190+to+LA+102+–+Jefferson+Davis+Parish,0.0,0.0,0.0,0.0
8/28/2020,0.0,Road open: LA 395 from LA 102 to US 90 – Jefferson Davis Parish,Road+open:+LA+395+from+LA+102+to+US+90+–+Jefferson+Davis+Parish,30.26769,-92.81414,0.44,"{'country': 1.0, 'state': 1.0, 'county': 1.0}"
8/28/2020,0.0,Road open: LA 26 from US 171 to US 165 – Beauregard Parish/Allen Parish,Road+open:+LA+26+from+US+171+to+US+165+–+Beauregard+Parish/Allen+Parish,0.0,0.0,0.0,0.0
8/28/2020,1.0,UPDATE: LA 110 from US 190 to LA 27 - Beauregard Parish,UPDATE:+LA+110+from+US+190+to+LA+27+-+Beauregard+Parish,30.64291,-93.38401,0.51,"{'country': 1.0, 'state': 1.0, 'county': 1.0, 'streets': [1.0]}"
8/28/2020,1.0,UPDATE:  LA 301 – Jefferson Parish,UPDATE:++LA+301+–+Jefferson+Parish,29.76192,-90.11816,0.51,"{'state': 1.0, 'county': 1.0}"
8/28/2020,1.0,UPDATE: WATER ON ROAD: LA 560-4 - Jefferson Parish,UPDATE:+WATER+ON+ROAD:+LA+560-4+-+Jefferson+Parish,29.76192,-90.11816,0.38,"{'state': 1.0, 'county': 1.0}"
8/28/2020,0.0,Road open: US 190 from state line to LA 26,Road+open:+US+190+from+state+line+to+LA+26,30.98015,-89.951,0.49,"{'country': 1.0, 'state': 1.0, 'district': 1.0}"
8/28/2020,1.0,UPDATE: WATER ON ROAD: LA 3257 – South of the Pailet Canal - Jefferson Parish,UPDATE:+WATER+ON+ROAD:+LA+3257+–+South+of+the+Pailet+Canal+-+Jefferson+Parish,0.0,0.0,0.0,0.0
8/28/2020,-1.0,"UPDATE-WATER HAS RECEDED - I-55 Northbound and Southbound Ramps at Manchac, Tangipahoa Parish","UPDATE-WATER+HAS+RECEDED+-+I-55+Northbound+and+Southbound+Ramps+at+Manchac,+Tangipahoa+Parish",0.0,0.0,0.0,0.0
8/28/2020,0.0,Road Open: LA 112 from LA 399 to LA 10 – Allen Parish/Beauregard Parish,Road+Open:+LA+112+from+LA+399+to+LA+10+–+Allen+Parish/Beauregard+Parish,0.0,0.0,0.0,0.0
8/28/2020,0.0,Road Open: LA 27 from DeRidder to I-10 - Beauregard Parish/Calcasieu Parish,Road+Open:+LA+27+from+DeRidder+to+I-10+-+Beauregard+Parish/Calcasieu+Parish,30.84734,-93.28896,0.39,"{'state': 1.0, 'county': 1.0, 'city': 1.0}"
8/28/2020,1.0,ST. TAMMANY PARISH - I-10: LANE CLOSURES (SLIDELL),ST.+TAMMANY+PARISH+-+I-10:+LANE+CLOSURES+(SLIDELL),30.2931,-89.81653,0.67,"{'state': 1.0, 'county': 1.0, 'city': 1.0, 'streets': [0.9]}"
8/28/2020,1.0,ST. TAMMANY PARISH – I-10: SLIDELL RAMP CLOSURES,ST.+TAMMANY+PARISH+–+I-10:+SLIDELL+RAMP+CLOSURES,30.2931,-89.81653,0.67,"{'state': 1.0, 'county': 1.0, 'city': 1.0, 'streets': [0.9]}"
8/28/2020,-1.0,ST. TAMMANY PARISH – I-10: MEDIAN PROTECTION-OAK HARBOR LIGHT/RAMP,ST.+TAMMANY+PARISH+–+I-10:+MEDIAN+PROTECTION-OAK+HARBOR+LIGHT/RAMP,0.0,0.0,0.0,0.0
8/28/2020,-1.0, I-55: LA22 INTERSTATE LIGHTING – TANGIPAHOA PARISH - STATE PROJECT H.012874,+I-55:+LA22+INTERSTATE+LIGHTING+–+TANGIPAHOA+PARISH+-+STATE+PROJECT+H.012874,0.0,0.0,0.0,0.0
8/28/2020,1.0,"I-55 & I-12 DISTRICT WIDE OGFC SPOT REPAIR – ST. TAMMANY PARISH, RAMP CLOSURES AT I-12/ I-59/ I-10 INTERCHANGE - STATE PROJECT H.013903","I-55+&+I-12+DISTRICT+WIDE+OGFC+SPOT+REPAIR+–+ST.+TAMMANY+PARISH,+RAMP+CLOSURES+AT+I-12/+I-59/+I-10+INTERCHANGE+-+STATE+PROJECT+H.013903",30.1976,-90.43223,1.0,"{'state': 1.0, 'streets': [1.0]}"
8/28/2020,-1.0,H.012185 -- LA 3034: Sullivan Rd. -- East Baton Rouge Parish,H.012185+--+LA+3034:+Sullivan+Rd.+--+East+Baton+Rouge+Parish,30.51462,-91.02962,0.63,"{'state': 1.0, 'county': 1.0, 'streets': [1.0]}"
8/28/2020,1.0,"UPDATE: LA 665 flood gate closure, Terrebonne Parish","UPDATE:+LA+665+flood+gate+closure,+Terrebonne+Parish",29.57494,-90.69645,0.52,"{'state': 1.0, 'county': 1.0, 'streets': [0.85], 'houseNumber': 1.0}"
8/28/2020,1.0,I-12 - Partial Road Closure -  Project #: H.011278 - Livingston Parish,I-12+-+Partial+Road+Closure+-++Project+#:+H.011278+-+Livingston+Parish,0.0,0.0,0.0,0.0
8/28/2020,1.0,***UPDATE***WATER ON ROAD: LA 55 south of floodgate in Terrebonne Parish,***UPDATE***WATER+ON+ROAD:+LA+55+south+of+floodgate+in+Terrebonne+Parish,0.0,0.0,0.0,0.0
8/28/2020,1.0,LA 16 - Partial Road Closure -  Project #: H.013230 - Livingston Parish,LA+16+-+Partial+Road+Closure+-++Project+#:+H.013230+-+Livingston+Parish,0.0,0.0,0.0,0.0
8/28/2020,0.0,NOW OPEN Road Closures Due to High Water – Iberia Parish,NOW+OPEN+Road+Closures+Due+to+High+Water+–+Iberia+Parish,0.0,0.0,0.0,0.0
8/28/2020,1.0,LA 16 - Partial Road Closure -  Project #: H.013230 - Livingston Parish,LA+16+-+Partial+Road+Closure+-++Project+#:+H.013230+-+Livingston+Parish,0.0,0.0,0.0,0.0
8/28/2020,-1.0,"UPDATED - WATER HAS RECEDED -I-55 Northbound and Southbound Ramps at Ruddock, St. John the Baptist Parish","UPDATED+-+WATER+HAS+RECEDED+-I-55+Northbound+and+Southbound+Ramps+at+Ruddock,+St.+John+the+Baptist+Parish",0.0,0.0,0.0,0.0
8/28/2020,-1.0,x,x,30.44335,-91.18664,0.9,{'state': 1.0}
8/28/2020,-1.0,"I-10, Orleans Parish, H.013587.6","I-10,+Orleans+Parish,+H.013587.6",30.01426,-89.9404,0.7,"{'state': 1.0, 'county': 1.0, 'streets': [0.85], 'houseNumber': 1.0}"
8/28/2020,1.0,LA 16 - Partial Road Closure -  Project #: H.013230 - Livingston Parish,LA+16+-+Partial+Road+Closure+-++Project+#:+H.013230+-+Livingston+Parish,0.0,0.0,0.0,0.0
8/28/2020,0.0,NOW OPEN Road Closures Due to High Water – Acadia Parish,NOW+OPEN+Road+Closures+Due+to+High+Water+–+Acadia+Parish,0.0,0.0,0.0,0.0
8/28/2020,-1.0,DOTD announces upcoming I-110 lane closure in East Baton Rouge Parish,DOTD+announces+upcoming+I-110+lane+closure+in+East+Baton+Rouge+Parish,30.53775,-91.09512,0.34,"{'state': 1.0, 'county': 1.0}"
8/28/2020,1.0,Down power lines on I-210 Prien Lake Bridge - Calcasieu Parish,Down+power+lines+on+I-210+Prien+Lake+Bridge+-+Calcasieu+Parish,0.0,0.0,0.0,0.0
8/28/2020,0.0,"CANCELED: I-10, Orleans Parish, H.013587.6","CANCELED:+I-10,+Orleans+Parish,+H.013587.6",30.01426,-89.9404,0.56,"{'state': 1.0, 'county': 1.0, 'streets': [0.85], 'houseNumber': 1.0}"
8/28/2020,-1.0,"US 90, Jefferson and St. Charles Parish, H.012051.6","US+90,+Jefferson+and+St.+Charles+Parish,+H.012051.6",29.8779,-90.43458,0.55,"{'state': 1.0, 'county': 1.0, 'city': 0.64, 'streets': [1.0]}"
8/28/2020,-1.0,"UPDATE: FLOOD WATERS HAVE RECEDED: LA 46 at its junction with LA 300 to the Ysclokey Bridge, St. Bernard Parish","UPDATE:+FLOOD+WATERS+HAVE+RECEDED:+LA+46+at+its+junction+with+LA+300+to+the+Ysclokey+Bridge,+St.+Bernard+Parish",0.0,0.0,0.0,0.0
8/28/2020,-1.0,"UPDATE: WATER HAS RECEDED: LA 300, at its intersection of LA 46, St. Bernard Parish","UPDATE:+WATER+HAS+RECEDED:+LA+300,+at+its+intersection+of+LA+46,+St.+Bernard+Parish",0.0,0.0,0.0,0.0
8/28/2020,-1.0,"UPDATE: WATER HAS RECEDED: LA 624, from Yscloskey Bridge to Hopedale, St. Bernard Parish","UPDATE:+WATER+HAS+RECEDED:+LA+624,+from+Yscloskey+Bridge+to+Hopedale,+St.+Bernard+Parish",0.0,0.0,0.0,0.0
8/28/2020,0.0,Road Open: US 171 from Calcasieu Parish Line to DeRidder,Road+Open:+US+171+from+Calcasieu+Parish+Line+to+DeRidder,30.87541,-93.28322,0.58,"{'country': 1.0, 'state': 1.0, 'city': 1.0, 'streets': [0.9], 'houseNumber': 1.0}"
8/28/2020,0.0,Road Open: LA 26 from US 90 to US 165 - Allen Parish/Jefferson Davis Parish,Road+Open:+LA+26+from+US+90+to+US+165+-+Allen+Parish/Jefferson+Davis+Parish,30.26769,-92.81414,0.37,"{'country': 1.0, 'state': 1.0, 'county': 1.0}"
8/28/2020,0.0,Road Open: LA 14 from LA 101 to LA 380 - Jefferson Davis Parish,Road+Open:+LA+14+from+LA+101+to+LA+380+-+Jefferson+Davis+Parish,30.26769,-92.81414,0.4,"{'state': 1.0, 'county': 1.0}"
8/28/2020,0.0,Road Open: US 165 from LA 10 (Oakdale) to Jeff Davis Parish line - Allen Parish,Road+Open:+US+165+from+LA+10+(Oakdale)+to+Jeff+Davis+Parish+line+-+Allen+Parish,0.0,0.0,0.0,0.0
8/28/2020,-1.0,"UPDATE: FLOOD WATERS HAVE RECEDED: US 90, from the floodgate to Chef Menteur Bridge, Orleans Parish","UPDATE:+FLOOD+WATERS+HAVE+RECEDED:+US+90,+from+the+floodgate+to+Chef+Menteur+Bridge,+Orleans+Parish",0.0,0.0,0.0,0.0
8/28/2020,-1.0,"UPDATE: FLOOD WATERS HAVE RECEDED: US 11, from the flood gate to I-10, Orleans Parish","UPDATE:+FLOOD+WATERS+HAVE+RECEDED:+US+11,+from+the+flood+gate+to+I-10,+Orleans+Parish",0.0,0.0,0.0,0.0
8/28/2020,-1.0,"LA 18 (River Road), St. Charles Parish, S.P. H.012600","LA+18+(River+Road),+St.+Charles+Parish,+S.P.+H.012600",29.95299,-90.31028,0.59,"{'state': 1.0, 'county': 1.0, 'streets': [1.0]}"
8/28/2020,0.0,"CANCELED: I-10, from Clearview Parkway to Causeway Boulevard, Jefferson Parish","CANCELED:+I-10,+from+Clearview+Parkway+to+Causeway+Boulevard,+Jefferson+Parish",0.0,0.0,0.0,0.0
8/28/2020,-1.0,"LA 611-1 (River Road) from Arnoult Road to Highway Drive, Jefferson Parish, S.P. No H.012161","LA+611-1+(River+Road)+from+Arnoult+Road+to+Highway+Drive,+Jefferson+Parish,+S.P.+No+H.012161",0.0,0.0,0.0,0.0
8/28/2020,0.0,UPDATE:  ROAD RE-OPENED - LA 434 - BAYOU LIBERTY (EAST END) - ST. TAMMANY PARISH,UPDATE:++ROAD+RE-OPENED+-+LA+434+-+BAYOU+LIBERTY+(EAST+END)+-+ST.+TAMMANY+PARISH,30.27058,-89.79217,0.5,"{'state': 1.0, 'county': 1.0, 'streets': [0.9], 'houseNumber': 1.0}"
8/28/2020,0.0,RE-OPENED:  I-55 WELCOME CENTER - TANGIPAHOA PARISH,RE-OPENED:++I-55+WELCOME+CENTER+-+TANGIPAHOA+PARISH,0.0,0.0,0.0,0.0
8/27/2020,1.0,UPDATE Road Closures Due to High Water – Lafayette Parish,UPDATE+Road+Closures+Due+to+High+Water+–+Lafayette+Parish,30.22032,-92.01705,0.32,"{'state': 1.0, 'city': 1.0}"
8/27/2020,-1.0,Road conditions update following Hurricane Laura: Central LA Region,Road+conditions+update+following+Hurricane+Laura:+Central+LA+Region,0.0,0.0,0.0,0.0
8/27/2020,1.0,**LIVE WIRE DOWN** LA 121 at the junction of LA 461; and at LA 112; Vernon Parish,**LIVE+WIRE+DOWN**+LA+121+at+the+junction+of+LA+461;+and+at+LA+112;+Vernon+Parish,0.0,0.0,0.0,0.0
8/27/2020,1.0,"***UPDATE*** LA 1, Theriot Lock closure, Lafourche Parish","***UPDATE***+LA+1,+Theriot+Lock+closure,+Lafourche+Parish",0.0,0.0,0.0,0.0
8/27/2020,0.0,"UPDATED: IS NOW OPEN : LA 56 flood gate closure, Terrebonne Parish","UPDATED:+IS+NOW+OPEN+:+LA+56+flood+gate+closure,+Terrebonne+Parish",0.0,0.0,0.0,0.0
8/27/2020,0.0,NOW OPEN - Road Status – St. Martin Parish,NOW+OPEN+-+Road+Status+–+St.+Martin+Parish,30.12895,-91.60825,0.43,"{'state': 1.0, 'county': 1.0}"
8/27/2020,-1.0,"I-10, Jefferson Parish","I-10,+Jefferson+Parish",29.99863,-90.17604,0.78,"{'state': 1.0, 'county': 1.0, 'streets': [1.0]}"
8/27/2020,1.0,***BRIDGE CLOSURE*** LA 75 Bayou Sorrell Bridge,***BRIDGE+CLOSURE***+LA+75+Bayou+Sorrell+Bridge,32.62532,-91.77266,0.32,"{'state': 1.0, 'city': 0.62}"
8/27/2020,1.0,Emergency Road Closure;  LA 112: From Lecompte to I-49;  Rapides Parish;  Downed Trees,Emergency+Road+Closure;++LA+112:+From+Lecompte+to+I-49;++Rapides+Parish;++Downed+Trees,0.0,0.0,0.0,0.0
8/27/2020,-1.0,"I-10, St. Charles Parish, H.014301","I-10,+St.+Charles+Parish,+H.014301",30.18101,-93.23806,0.57,"{'state': 1.0, 'city': 0.5, 'streets': [0.85]}"
8/27/2020,1.0,Road Closures Due to High Water – Lafayette Parish,Road+Closures+Due+to+High+Water+–+Lafayette+Parish,30.22032,-92.01705,0.36,"{'state': 1.0, 'city': 1.0}"
8/27/2020,1.0,Road Closures Due to High Water – Vermilion Parish,Road+Closures+Due+to+High+Water+–+Vermilion+Parish,0.0,0.0,0.0,0.0
8/27/2020,1.0,Road Closures Due to High Water – St. Martin Parish,Road+Closures+Due+to+High+Water+–+St.+Martin+Parish,30.12895,-91.60825,0.35,"{'state': 1.0, 'county': 1.0}"
8/27/2020,-1.0,"LA 3152 Clearview Pkwy W. Metairie to Argonne St., Jefferson Parish, H.012571","LA+3152+Clearview+Pkwy+W.+Metairie+to+Argonne+St.,+Jefferson+Parish,+H.012571",30.0039,-90.18556,0.61,"{'state': 1.0, 'county': 1.0, 'city': 1.0, 'streets': [1.0], 'houseNumber': 1.0}"
8/27/2020,1.0,"UPDATE: LA 3152 Clearview Pkwy W. Metairie to Argonne St., Jefferson Parish, H.012571","UPDATE:+LA+3152+Clearview+Pkwy+W.+Metairie+to+Argonne+St.,+Jefferson+Parish,+H.012571",30.0039,-90.18556,0.57,"{'state': 1.0, 'county': 1.0, 'city': 1.0, 'streets': [1.0], 'houseNumber': 1.0}"
8/27/2020,-1.0,"HIGH WATER: I-20 eastbound shoulder at Exit 5 near Greenwood, Caddo Parish","HIGH+WATER:+I-20+eastbound+shoulder+at+Exit+5+near+Greenwood,+Caddo+Parish",0.0,0.0,0.0,0.0
8/27/2020,-1.0,"I-310, St. Charles Parish, S.P. H.012617","I-310,+St.+Charles+Parish,+S.P.+H.012617",29.97803,-90.31587,0.59,"{'state': 1.0, 'county': 1.0, 'streets': [1.0]}"
8/27/2020,0.0,***UPDATE*** ROAD OPEN: Temporary Road Closure - Hwy 19 North of Norwood - East Feliciana Parish,***UPDATE***+ROAD+OPEN:+Temporary+Road+Closure+-+Hwy+19+North+of+Norwood+-+East+Feliciana+Parish,30.96735,-91.10413,0.36,"{'state': 1.0, 'county': 1.0, 'city': 1.0}"
8/27/2020,0.0,UPDATE: ROAD IS OPEN:  LA 23 Venice Floodgate - Plaquemines Parish,UPDATE:+ROAD+IS+OPEN:++LA+23+Venice+Floodgate+-+Plaquemines+Parish,0.0,0.0,0.0,0.0
8/27/2020,1.0,***TEMPORARY ROAD CLOSURE*** IBERVILLE PARISH,***TEMPORARY+ROAD+CLOSURE***+IBERVILLE+PARISH,0.0,0.0,0.0,0.0
8/27/2020,-1.0,I-10 EB at mile marker 126.4 - St. Martin Parish,I-10+EB+at+mile+marker+126.4+-+St.+Martin+Parish,0.0,0.0,0.0,0.0
8/27/2020,-1.0,"***UPDATE: POSTPONED UNTIL FURTHER NOTICE*** - LA 440, St. Helena Parish, Road Closure","***UPDATE:+POSTPONED+UNTIL+FURTHER+NOTICE***+-+LA+440,+St.+Helena+Parish,+Road+Closure",0.0,0.0,0.0,0.0
