Index,User,Text,Date,Favorites,Retweets,Mentions,HashTags,streets,highways,exits,markers,road_closed,predictions,query,query_string,lat,lng,query_score,field_score
372,TotalTrafficBTR,"Road construction, roadway reduced to one lane in #EastBatonRougeParish on I 10 WB at Highland Rd/LA-42/Exit 166 #traffic http://bit.ly/12oyfoo",2020-08-31 10:55:43+00:00,1,0,,#EastBatonRougeParish #traffic,['highland rd'],[],['exit 166'],[],1.0,1.0,"'highland rd','exit 166'",highland+rd%2C+exit+166,30.43144,-90.43154,0.84,"{'state': 0.89, 'streets': [1.0], 'houseNumber': 1.0}"
526,craigway1,A hopeful sign that the pandemic may be easing a little—completely stopped traffic for construction going through Waco on I-35 is a thing once again.,2020-08-28 20:22:58+00:00,10,140,,,[],['i-35'],[],[],0.0,0.0,'i-35',i-35,30.44335,-91.18664,0.73,{'state': 0.89}
956,BHGREGaryGreene,We are looking for a buyer on 11103 Olde Mint House Lane #Tomball #TX #realestate https://tour.corelistingmachine.com/home/AWVWDX,2020-08-25 22:16:17+00:00,1,2,,#Tomball #TX #realestate,['house lane'],[],[],[],0.0,0.0,'house lane',house+lane,29.96779,-90.37808,0.99,"{'state': 0.89, 'streets': [0.64]}"
44,mphelps96,"actual phone call I had today— me: “sorry I’m just getting back with you... our area received significant damage from the recent hurricane & our office has been closed” them: “that’s unfortunate. anyways, I needed this done like yesterday” &amp; I-",2020-09-02 20:53:27+00:00,0,9,,,[],['i-'],[],[],0.0,0.0,'i-',i-,30.44335,-91.18664,0.89,{'state': 0.89}
204,iembot_lch,"At 12:55 AM CDT, 1 SW Lake Charles [Calcasieu Co, LA] PUBLIC reports HURRICANE. SIGNIFICANT DAMAGE ON RYAN STREET WITH ROOFS BLOWN OFF BUSINESSES, SIGNS DOWN AND DAMAGED, POWER POLES DOWN. REPORTED VIA SOCIAL MEDIA. TIME ESTIMATED. https://mesonet.agron.iastate.edu/lsr/#LCH/202008270555/202008270555",2020-08-27 17:09:57+00:00,0,0,,,['ryan street'],[],[],[],1.0,0.0,'ryan street',ryan+street,30.20724,-93.21867,0.99,"{'state': 0.89, 'streets': [1.0]}"
37,BR_Traffic,I-10 East past I-10/110 is now closed due to an accident. Congestion is approaching LA 1.,2020-09-03 01:34:59+00:00,1,1,,,[],"['i-10', 'i-10/110']",[],[],1.0,1.0,"'i-10', 'i-10/110'",i-10%2C++i-10/110,30.44335,-91.18664,0.47,{'state': 0.89}
886,Barketizers,"I trim that fat away, and why do I do that? Rendered fat hanging out inside dog treats will go rancid in the future That's why preservatives have to be added! No thanks, I'll take the longer road and put in that… https://www.instagram.com/p/CEjzEL1pe95/?igshid=u5do7gam7jcd",2020-08-31 15:50:48+00:00,0,1,,,['longer road'],[],[],[],0.0,0.0,'longer road',longer+road,31.99588,-92.76728,0.86,"{'state': 0.89, 'streets': [0.94]}"
531,TotalTrafficBTR,Accident cleared in #EastBatonRougeParish on I 10 WB at College Dr/Exit 158 #traffic http://bit.ly/12oyfoo,2020-08-28 19:10:43+00:00,0,0,,#EastBatonRougeParish #traffic,[],[],['exit 158'],[],,1.0,'exit 158',exit+158,30.42292,-91.13662,0.73,"{'state': 0.89, 'streets': [1.0]}"
914,elguapo_58,Texas a&m is playing southern miss in the quick lane bowl while eating leftover Turkey at noon. Can't wait,2020-08-28 16:35:34+00:00,0,0,,,['quick lane'],[],[],[],0.0,0.0,'quick lane',quick+lane,30.55562,-91.59832,0.76,"{'state': 0.89, 'district': 1.0}"
1023,Tysor1,#hurricanelaura #family #evacuees. My whole family evacuated Port Arthur and are staying with me. @Mambo Seafood (Hwy 290 &amp; Tidwell) https://www.instagram.com/p/CEXXAXCJd3g/?igshid=1xn8r0wsvk1qo,2020-08-26 19:54:40+00:00,1,0,,#hurricanelaura #family #evacuees,[],['hwy 290'],[],[],0.0,0.0,'hwy 290',hwy+290,30.44335,-91.18664,0.57,{'state': 0.89}
984,SavageGalore,While I have y’all here let’s take a trip down memory lane shall we,2020-08-24 00:21:13+00:00,0,0,,,['memory lane'],[],[],[],0.0,0.0,'memory lane',memory+lane,30.19179,-93.25052,0.99,"{'state': 0.89, 'streets': [1.0]}"
146,cityofwaco,Traffic (downtown) 4th St from Franklin to Austin will be closed tomorrow (9/1) until 4 p.m. as our Street Dept crews work to make repairs after a water leak. All customers will have access to businesses in the area. Please drive safely &amp; we appreciate your patience!,2020-08-31 23:55:02+00:00,2,3,,,['4th st'],[],[],[],,0.0,'4th st',4th+st,31.84079,-93.84646,0.99,"{'state': 0.89, 'streets': [1.0]}"
529,MayorBroome,"Bring your donated items to 7570 Jefferson Highway from 4pm-9pm today. You can also make a monetary donation through several organizations, including: http://www.the15whitecoats.org http://www.braf.org http://www.redcross.org Together, we are #LouisianaStrong",2020-08-28 19:54:33+00:00,1,2,,#LouisianaStrong,['jefferson highway'],[],[],[],0.0,0.0,'jefferson highway',jefferson+highway,29.9572,-90.16871,0.99,"{'state': 0.89, 'county': 1.0, 'streets': [0.9]}"
662,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #Travis on Mopac SB at Bee Caves Rd #ATXtraffic http://bit.ly/10BGKax,2020-08-27 00:20:43+00:00,0,0,,#Travis #ATXtraffic,['caves rd'],[],[],[],1.0,1.0,'caves rd',caves+rd,32.8927,-93.46335,0.87,"{'state': 0.89, 'streets': [0.83]}"
166,TxDOTAustin,Traffic Alert: Southbound I-35 closed at SH 45 in Round Rock -exit 250- due to pedestrian activity. Main lanes and frontage affected. #my35 #atxtraffic,2020-08-31 19:28:04+00:00,3,2,,#my35 #atxtraffic,[],['i-35'],[],[],1.0,1.0,'i-35',i-35,30.44335,-91.18664,0.73,{'state': 0.89}
321,beltontexasgov,"Plan for temporary disruptions in traffic flow this week in Belton on E. 6th Avenue and S. Main Street. Beginning Tuesday, the asphalt on E. 6th Avenue, between I-35 and Main Street, will be removed and replaced, which will require alternating lane closures.",2020-08-31 20:45:15+00:00,1,0,,,"['6th avenue', 'main street', '6th avenue', 'main street']",['i-35'],[],[],,0.0,"'6th avenue', 'main street', '6th avenue', 'main street','i-35'",6th+avenue%2C++main+street%2C++6th+avenue%2C++main+street%2C+i-35,30.62054,-92.76516,0.54,"{'state': 0.89, 'streets': [0.9], 'placeName': 0.63}"
379,TotalTrafficHOU,"Accident, three lanes blocked in #NorthSide on I-45 SB before Greens Rd. #traffic http://bit.ly/17hsIjn",2020-08-31 01:05:44+00:00,0,1,,#NorthSide #traffic,['greens rd'],['i-45'],[],[],1.0,1.0,"'greens rd','i-45'",greens+rd%2C+i-45,32.46528,-91.57504,0.89,"{'state': 0.89, 'streets': [0.99], 'houseNumber': 1.0}"
745,TotalTrafficAUS,"Disabled vehicle. right shoulder blocked in #Austin on I 35 SB at Yager Ln, slow traffic back to Parmer Ln/Exit 245 #ATXtraffic http://bit.ly/10BGKax",2020-08-25 23:15:43+00:00,0,0,,#Austin #ATXtraffic,[],[],['exit 245'],[],1.0,1.0,'exit 245',exit+245,30.57037,-92.07446,0.99,"{'state': 0.89, 'streets': [0.3], 'houseNumber': 1.0}"
38,NOLA_Traffic,The left lane is closed on I-10 East at Loyola Drive due to emergency roadwork. Congestion is minimal.,2020-09-03 00:12:28+00:00,0,0,,,"['left lane', 'loyola drive']",['i-10'],[],[],1.0,1.0,"'left lane', 'loyola drive','i-10'",left+lane%2C++loyola+drive%2C+i-10,30.03002,-90.26484,0.67,"{'state': 0.89, 'streets': [0.95]}"
593,TotalTrafficAUS,"Accident, center lane blocked in #Travis on I-35 SB at Oltorf St/Exit 232, stopped traffic back to Woodland Ave #ATXtraffic http://bit.ly/10BGKax",2020-08-27 21:45:43+00:00,0,0,,#Travis #ATXtraffic,"['center lane', 'oltorf st', 'woodland ave']",['i-35'],['exit 232'],[],1.0,1.0,"'center lane', 'oltorf st', 'woodland ave','i-35','exit 232'",center+lane%2C++oltorf+st%2C++woodland+ave%2C+i-35%2C+exit+232,0.0,0.0,0.0,0.0
494,TotalTrafficHOU,"Accident, right lane blocked in #NorthSide on I-45 N Fwy Inbound at N. Main, stop and go traffic back to Cavalcade #traffic http://bit.ly/17hsIjn",2020-08-28 22:50:44+00:00,0,0,,#NorthSide #traffic,['right lane'],['i-45'],[],[],1.0,1.0,"'right lane','i-45'",right+lane%2C+i-45,32.01282,-93.72278,0.85,"{'state': 0.89, 'streets': [0.9]}"
564,TotalTrafficBTR,Accident with injury in #BatonRouge on Airline Hwy at St Gerard Ave #traffic http://bit.ly/12oyfoo,2020-08-28 13:25:43+00:00,0,0,,#BatonRouge #traffic,"['airline hwy', 'gerard ave']",[],[],[],1.0,1.0,"'airline hwy', 'gerard ave'",airline+hwy%2C++gerard+ave,30.43521,-91.08332,0.67,"{'state': 0.89, 'streets': [1.0]}"
209,BHollandSports,BATON ROUGE TRAFFIC: Highland Road impassable both directions starting at Woodbridge Blvd (close to Superior Grill) &amp; no neighborhood outlet Take Perkins or Burbank as an alternate route @BRProudNews @LSUCheckpoint #HurricanLaura,2020-08-27 15:45:08+00:00,29,18,@BRProudNews @LSUCheckpoint,#HurricanLaura,"['highland road', 'woodbridge blvd']",[],[],[],1.0,1.0,"'highland road', 'woodbridge blvd'",highland+road%2C++woodbridge+blvd,32.85519,-91.21916,0.47,"{'state': 0.89, 'district': 1.0}"
675,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #Travis on I-35 SB at Onion Crk Pkwy/Exit 225 #ATXtraffic http://bit.ly/10BGKax,2020-08-26 22:30:43+00:00,0,0,,#Travis #ATXtraffic,['crk pkwy'],['i-35'],['exit 225'],[],1.0,1.0,"'crk pkwy','i-35','exit 225'",crk+pkwy%2C+i-35%2C+exit+225,0.0,0.0,0.0,0.0
275,Laf_Traffic,All lanes are now open on I-10 East at Mile Marker 101 (past LA 182) due to a disabled semi. Congestion is approximately 4 miles in length.,2020-08-31 22:21:36+00:00,0,0,,,[],['i-10'],[],['mile marker 101'],1.0,1.0,"'i-10','mile marker 101'",i-10%2C+mile+marker+101,30.93849,-92.80469,0.71,"{'state': 0.89, 'streets': [0.9], 'houseNumber': 1.0}"
631,TotalTrafficHOU,Vehicle fire. right lane blocked. in #NwSide on W. Lp 610 NB after Hwy 290 #traffic http://bit.ly/17hsIjn,2020-08-27 15:40:43+00:00,0,0,,#NwSide #traffic,['right lane'],['hwy 290'],[],[],1.0,1.0,"'right lane','hwy 290'",right+lane%2C+hwy+290,29.91476,-91.66168,0.69,"{'state': 0.89, 'streets': [0.47], 'houseNumber': 1.0}"
720,TotalTrafficHOU,Emergency response to accident in diamond lanes. hazmat spill. three left lanes blocked in #NorthSide on I-45 N Fwy SB at Spg Cypress #traffic http://bit.ly/17hsIjn,2020-08-26 15:25:44+00:00,0,0,,#NorthSide #traffic,[],['i-45'],[],[],1.0,1.0,'i-45',i-45,30.44335,-91.18664,0.73,{'state': 0.89}
1012,CourtneyCW39,"Here’s a look at HWY 87 as we head towards Bolivar Peninsula. They are letting folks go through now, but crews are still working on the road and will be for the next little while. @CW39Houston – at High Island Beach",2020-08-27 12:52:53+00:00,1,1,@CW39Houston,,[],['hwy 87'],[],[],1.0,1.0,'hwy 87',hwy+87,30.44335,-91.18664,0.61,{'state': 0.89}
831,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #Georgetown on I 35 NB at Hwy 29/Exit 261 #ATXtraffic http://bit.ly/10BGKax,2020-08-24 19:00:43+00:00,0,0,,#Georgetown #ATXtraffic,[],['hwy 29'],['exit 261'],[],1.0,1.0,"'hwy 29','exit 261'",hwy+29%2C+exit+261,30.50675,-92.41065,0.8,"{'state': 0.89, 'streets': [0.55], 'houseNumber': 1.0}"
685,TotalTrafficHOU,Accodent. right lane and exit ramp blocked in #Sharpstown on US-69 SW Fwy Inbound at Bissonnet #traffic http://bit.ly/17hsIjn,2020-08-26 21:40:44+00:00,0,0,,#Sharpstown #traffic,['right lane'],['us-69'],[],[],1.0,1.0,"'right lane','us-69'",right+lane%2C+us-69,32.01292,-93.72247,0.96,"{'country': 1.0, 'state': 0.89, 'streets': [0.9], 'houseNumber': 0.68}"
1000,WillDavis44,Thank you to the great people at @CFMandeville for letting me workout for free while displaced! Go check them out on Hwy 22 in Mandeville or at http://cfmandeville.com,2020-08-28 17:43:46+00:00,0,3,@CFMandeville,,[],['hwy 22'],[],[],0.0,0.0,'hwy 22',hwy+22,30.4014,-90.11139,0.99,"{'state': 0.89, 'streets': [0.55]}"
863,TotalTrafficBTR,Stall cleared in #EastBatonRouge on I 10 EB at I-110/BR Airport/Exit 155B #traffic http://bit.ly/12oyfoo,2020-08-24 11:20:43+00:00,0,0,,#EastBatonRouge #traffic,[],['i-110'],[],[],,0.0,'i-110',i-110,30.45763,-91.17311,0.99,"{'state': 0.89, 'streets': [1.0]}"
272,DCPrice63,Hawaii rolling out mandatory COVID-19 testing checkpoints on major Oahu highway… with mandatory vaccines and quarantine camps soon to follow,2020-08-31 22:35:29+00:00,0,0,,,['oahu highway'],[],[],[],0.0,0.0,'oahu highway',oahu+highway,30.4014,-90.11139,0.79,"{'state': 0.89, 'streets': [0.78]}"
168,TotalTrafficBTR,"Road construction, left lane closed in #Ascension on I 10 EB before US 61/Gramercy/Sorrento/Exit 187 #traffic http://bit.ly/12oyfoo",2020-08-31 15:55:43+00:00,0,0,,#Ascension #traffic,[],['us 61'],['exit 187'],[],1.0,1.0,"'us 61','exit 187'",us+61%2C+exit+187,30.07559,-90.70383,0.79,"{'state': 0.89, 'streets': [1.0], 'houseNumber': 1.0}"
940,TxDOTTyler,"Prayers for Lake Charles and it’s residents Lane. Especially, your family.",2020-08-26 22:13:41+00:00,0,2,,,['residents lane'],[],[],[],0.0,0.0,'residents lane',residents+lane,32.81715,-93.41985,0.81,"{'state': 0.89, 'streets': [0.9]}"
29,wbreaux,"If you can exit , turn around. I-10 is closed at highland. Good luck",2020-09-03 02:40:47+00:00,0,0,,,[],['i-10'],[],[],1.0,1.0,'i-10',i-10,30.035,-89.98148,0.99,"{'state': 0.89, 'streets': [1.0]}"
722,TotalTrafficHOU,"Accident in the diamond lanes. two left lanes blocked in #NorthSide on I-45 N Fwy Inbound at Spg Cypress, stop and go traffic back to FM 2920 #traffic http://bit.ly/17hsIjn",2020-08-26 15:00:43+00:00,0,0,,#NorthSide #traffic,[],['i-45'],[],[],1.0,1.0,'i-45',i-45,30.44335,-91.18664,0.73,{'state': 0.89}
634,TotalTrafficBTR,Right lane blocked due to downed tree in #Iberville on I 10 EB at Hwy 975/Whiskey Bay/Exit 127 #traffic http://bit.ly/12oyfoo,2020-08-27 13:55:43+00:00,0,0,,#Iberville #traffic,['right lane'],['hwy 975'],['exit 127'],[],1.0,1.0,"'right lane','hwy 975','exit 127'",right+lane%2C+hwy+975%2C+exit+127,32.01289,-93.72258,0.67,"{'state': 0.89, 'streets': [0.9], 'houseNumber': 1.0}"
1035,willnunley,"SAFE BEHIND THE LEVEE: This is Hwy 46 in St. Bernard Parrish, LA. Miles of RV's and boats are lined up here, seeking safety within the levee system. We are live with preparations all day on @WeatherNation. #Marco #Laura",2020-08-24 15:30:03+00:00,12,28,@WeatherNation,#Marco #Laura,[],['hwy 46'],[],[],0.0,0.0,'hwy 46',hwy+46,30.44335,-91.18664,0.61,{'state': 0.89}
1026,NC5_MTorres,"JUST IN: Vermilion Parish has issued a mandatory evacuation for these areas: Pecan Island, Intracoastal City, Esther, Forked Island, and Mouton Cove also the following areas South of Hwy 14 to include South Erath, South Delcambre and South Gueydan. @KATCTV3",2020-08-26 16:34:06+00:00,1,0,@KATCTV3,,[],['hwy 14'],[],[],0.0,0.0,'hwy 14',hwy+14,29.98099,-91.8954,0.99,"{'state': 0.89, 'streets': [0.55]}"
601,TotalTrafficAUS,"Disabled vehicle. right shoulder blocked in #Travis on Mopac SB before 2222 (Northland Dr), slow traffic back to Far W Blvd #ATXtraffic http://bit.ly/10BGKax",2020-08-27 21:15:45+00:00,0,0,,#Travis #ATXtraffic,['w blvd'],[],[],[],1.0,1.0,'w blvd',w+blvd,30.24678,-92.26971,0.92,"{'state': 0.89, 'streets': [0.57]}"
197,iembot_lch,"At 1:05 AM CDT, 2 S Lake Charles [Calcasieu Co, LA] PUBLIC reports HURRICANE. EXTENSIVE DAMAGE ON MCNEESE ST AND LOUISIANA ST. MULTIPLE TREES DOWN, POWER LINES DOWN AND STRUCTURAL DAMAGE VIA SOCIAL MEDIA VIDEO. TIME ESTIMATED. https://mesonet.agron.iastate.edu/lsr/#LCH/202008270605/202008270605",2020-08-27 19:36:58+00:00,0,0,,,"['mcneese st', 'louisiana st']",[],[],[],1.0,0.0,"'mcneese st', 'louisiana st'",mcneese+st%2C++louisiana+st,29.94648,-90.31713,0.36,"{'state': 0.89, 'city': 0.33}"
606,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #SanMarcos on I-35 NB at Aquarena Springs Dr/Exit 206 #ATXtraffic http://bit.ly/10BGKax,2020-08-27 20:40:43+00:00,0,0,,#SanMarcos #ATXtraffic,[],['i-35'],['exit 206'],[],1.0,1.0,"'i-35','exit 206'",i-35%2C+exit+206,30.49416,-90.09457,0.72,"{'state': 0.89, 'streets': [0.56], 'houseNumber': 1.0}"
1011,sjbxtr,"I am, yes! White knuckle night. I can’t imagine what it was like further west. I-10 is still shut down.",2020-08-27 12:57:57+00:00,0,1,,,[],['i-10'],[],[],0.0,0.0,'i-10',i-10,30.035,-89.98148,0.99,"{'state': 0.89, 'streets': [1.0]}"
792,TotalTrafficAUS,"Accident cleared in #Travis on I-35 NB before William Cannon Dr/Exit 228/229, stop and go traffic back to FM-1626/Onion Crk Pkwy/Exit 225 #ATXtraffic http://bit.ly/10BGKax",2020-08-25 13:50:44+00:00,0,1,,#Travis #ATXtraffic,['crk pkwy'],['i-35'],"['exit 228/229', 'exit 225']",[],,1.0,"'crk pkwy','i-35','exit 228/229', 'exit 225'",crk+pkwy%2C+i-35%2C+exit+228/229%2C++exit+225,0.0,0.0,0.0,0.0
798,TotalTrafficHOU,"Accident cleared in #SeSide on I-45 Gulf Fwy Inbound at Broadway, stop and go traffic back to Monroe #traffic http://bit.ly/17hsIjn",2020-08-25 12:00:43+00:00,0,0,,#SeSide #traffic,[],['i-45'],[],[],,1.0,'i-45',i-45,30.44335,-91.18664,0.73,{'state': 0.89}
381,tbeaux29,"We are on a 2 lane highway. Other way is 1 lane. Its about 100 miles to Houston.(2 hour drive Takes 6,8,12 16 hours to get there from people cars breaking down, in 100 degree)LOOK at the People... You think if there is a place to CHARGE .. it wont be A LINE for HOURS...",2020-08-31 00:17:25+00:00,0,0,,,"['lane highway', 'hour drive']",[],[],[],0.0,0.0,"'lane highway', 'hour drive'",lane+highway%2C++hour+drive,30.04523,-90.84683,0.66,"{'state': 0.89, 'district': 0.4, 'streets': [0.72]}"
25,LongviewFire,W Marshall Av and Ward St is closed (East and West bound) due to flooding.,2020-09-03 12:00:30+00:00,3,2,,,['ward st'],[],[],[],1.0,1.0,'ward st',ward+st,30.38807,-91.17352,0.99,"{'state': 0.89, 'streets': [1.0]}"
91,NOPDNews,The 500 and 600 blocks of Podyras Street (riverbound) have been temporarily closed for a protest. Please use alternate routes.,2020-09-01 16:17:57+00:00,8,12,,,['podyras street'],[],[],[],1.0,1.0,'podyras street',podyras+street,29.95199,-90.07882,0.95,"{'state': 0.89, 'streets': [0.92]}"
996,GodsReignSuprem,N Commentary Req'd..... . . . . Just SHARE @Hwy 6 &amp; Memorial Drive https://www.instagram.com/p/CEelTPYpd7W/?igshid=10uj31fj6snmp,2020-08-29 15:14:24+00:00,0,0,,,['memorial drive'],[],[],[],0.0,0.0,'memorial drive',memorial+drive,32.53024,-92.63338,0.99,"{'state': 0.89, 'streets': [1.0]}"
793,TotalTrafficAUS,"Accident cleared in #Manor on 290 WB at FM 973, stop and go traffic back to Old Kimbro Rd #ATXtraffic http://bit.ly/10BGKax",2020-08-25 13:30:43+00:00,0,1,,#Manor #ATXtraffic,['kimbro rd'],[],[],[],,1.0,'kimbro rd',kimbro+rd,30.37557,-91.12065,0.94,"{'state': 0.89, 'streets': [0.88]}"
756,TotalTrafficAUS,"Disabled vehicle, three lanes blocked in #Travis on Ben White Blvd WB at US-290/TX-71/TX-360-LOOP/S Lamar Blvd, stop and go traffic back to FM-2304/Manchaca Rd #ATXtraffic http://bit.ly/10BGKax",2020-08-25 20:20:43+00:00,0,0,,#Travis #ATXtraffic,"['white blvd', 'lamar blvd', 'manchaca rd']",['us-290'],[],[],1.0,1.0,"'white blvd', 'lamar blvd', 'manchaca rd','us-290'",white+blvd%2C++lamar+blvd%2C++manchaca+rd%2C+us-290,30.29472,-90.40282,0.41,"{'country': 1.0, 'state': 0.89, 'district': 0.95}"
587,TotalTrafficAUS,"Accident cleared in #Travis on I-35 SB at Oltorf St/Exit 232, stopped traffic back to Woodland Ave #ATXtraffic http://bit.ly/10BGKax",2020-08-27 22:40:44+00:00,0,0,,#Travis #ATXtraffic,"['oltorf st', 'woodland ave']",['i-35'],['exit 232'],[],,1.0,"'oltorf st', 'woodland ave','i-35','exit 232'",oltorf+st%2C++woodland+ave%2C+i-35%2C+exit+232,0.0,0.0,0.0,0.0
715,TotalTrafficHOU,"Disabled vehicle moved to right shoulder in #Downtown on I-45 Downtown (Pierce Elevated) NB at Dallas St, stop and go traffic back to Scott #traffic http://bit.ly/17hsIjn",2020-08-26 16:30:43+00:00,0,0,,#Downtown #traffic,['dallas st'],['i-45'],[],[],1.0,1.0,"'dallas st','i-45'",dallas+st%2C+i-45,30.71155,-92.16579,0.77,"{'state': 0.89, 'streets': [0.9], 'houseNumber': 0.44}"
521,TotalTrafficAUS,"Accident. two right lanes blocked in #Austin on Mopac SB at US 290, stop and go traffic back to La Crosse Ave #ATXtraffic http://bit.ly/10BGKax",2020-08-28 20:55:43+00:00,0,0,,#Austin #ATXtraffic,[],['us 290'],[],[],1.0,1.0,'us 290',us+290,30.44335,-91.18664,0.77,"{'country': 1.0, 'state': 0.89}"
474,TotalTrafficHOU,Accident. two left lanes blocked in #NwSide on Hwy 249/Tomball Pkwy NB at Spg Cypress #traffic http://bit.ly/17hsIjn,2020-08-29 00:20:44+00:00,0,0,,#NwSide #traffic,['tomball pkwy'],['hwy 249'],[],[],1.0,1.0,"'tomball pkwy','hwy 249'",tomball+pkwy%2C+hwy+249,31.22413,-92.15758,0.68,"{'state': 0.89, 'streets': [0.85], 'houseNumber': 1.0}"
48,edwrather,Pompeo: ‘Hopeful‘ All Confucius Institutes Will Be Closed by Year‘s End https://www.breitbart.com/clips/2020/09/01/pompeo-hopeful-all-confucius-institutes-will-be-closed-by-years-end/ via @BreitbartNews,2020-09-02 17:42:21+00:00,1,3,@BreitbartNews,,[],['https://www.breitbart.com/clips/2020/09/01/pompeo-hopeful-all-confucius-institutes-will-be-closed-by-years-end/'],[],[],0.0,0.0,'https://www.breitbart.com/clips/2020/09/01/pompeo-hopeful-all-confucius-institutes-will-be-closed-by-years-end/',https://www.breitbart.com/clips/2020/09/01/pompeo-hopeful-all-confucius-institutes-will-be-closed-by-years-end/,0.0,0.0,0.0,0.0
115,WAFB,"Heads up drivers: I-10 heading towards Lafayette is still closed. The closure could last throughout the day, possibly into tomorrow. Plan an alternate route here: http://WAFB.com/traffic?utm_medium=social&amp;utm_source=twitter_WAFB https://www.wafb.com/2020/09/01/overturned-trailer-carrying-hazardous-materials-closes-portion-i-/?utm_medium=social&amp;utm_source=twitter_WAFB",2020-09-01 12:59:56+00:00,0,2,,,[],"['i-10', 'https://www.wafb.com/2020/09/01/overturned-trailer-carrying-hazardous-materials-closes-portion-i-/?utm_medium=social&amp;utm_source=twitter_wafb']",[],[],1.0,0.0,"'i-10', 'https://www.wafb.com/2020/09/01/overturned-trailer-carrying-hazardous-materials-closes-portion-i-/?utm_medium=social&amp;utm_source=twitter_wafb'",i-10%2C++https://www.wafb.com/2020/09/01/overturned-trailer-carrying-hazardous-materials-closes-portion-i-/?utm_medium=social&amp;utm_source=twitter_wafb,0.0,0.0,0.0,0.0
699,TotalTrafficAUS,"Accident. two right lanes blocked in #SanMarcos on I-35 NB at Mccarty Ln/Exit 201, stopped traffic back to Ctr Point Rd/Exit 200 #ATXtraffic http://bit.ly/10BGKax",2020-08-26 19:15:43+00:00,0,0,,#SanMarcos #ATXtraffic,['point rd'],['i-35'],"['exit 201', 'exit 200']",[],1.0,1.0,"'point rd','i-35','exit 201', 'exit 200'",point+rd%2C+i-35%2C+exit+201%2C++exit+200,0.0,0.0,0.0,0.0
427,TotalTrafficHOU,Accident. three right lanes blocked in #Humble on US-69 Eastex Fwy Outbound at Rankin Rd. #traffic http://bit.ly/17hsIjn,2020-08-29 19:05:44+00:00,0,0,,#Humble #traffic,['rankin rd'],['us-69'],[],[],1.0,1.0,"'rankin rd','us-69'",rankin+rd%2C+us-69,30.69248,-90.59091,0.9,"{'country': 1.0, 'state': 0.89, 'streets': [0.5], 'houseNumber': 1.0}"
422,TotalTrafficAUS,"Accident, left lane blocked in #Williamson on I 35 SB at FM 3406/Old Settlers Blvd #ATXtraffic http://bit.ly/10BGKax",2020-08-29 20:35:43+00:00,0,0,,#Williamson #ATXtraffic,['settlers blvd'],[],[],[],1.0,1.0,'settlers blvd',settlers+blvd,32.41646,-93.69527,0.8,"{'state': 0.89, 'streets': [0.9]}"
104,KATCTV3,I-10 West remains closed at Whiskey Bay after an 18-wheeler hauling hazardous materials overturned. Traffic is being diverted to LA 415. I-10 East has reopened at I-49.,2020-09-01 13:24:18+00:00,2,1,,,[],['i-10'],[],[],1.0,1.0,'i-10',i-10,30.035,-89.98148,0.99,"{'state': 0.89, 'streets': [1.0]}"
411,TotalTrafficHOU,Accident. two left lanes blocked in #Webster on I-45 Gulf Fwy Outbound at Bay Area Blvd. #traffic http://bit.ly/17hsIjn,2020-08-30 00:50:43+00:00,0,0,,#Webster #traffic,[],['i-45'],[],[],1.0,1.0,'i-45',i-45,30.44335,-91.18664,0.73,{'state': 0.89}
132,Laf_Traffic,I-10 West remains closed at LA 975 (Whiskey Bay) due to overturned tractor trailer. Traffic is being diverted at LA 415 (Lobdell). Congestion has reached LA 1 (Port Allen). Motorists are advised to take an alternate route.,2020-09-01 10:43:04+00:00,0,0,,,[],['i-10'],[],[],1.0,1.0,'i-10',i-10,30.035,-89.98148,0.99,"{'state': 0.89, 'streets': [1.0]}"
228,StefanJModrich,"Officials from @fbcoem said Fort Bend is well prepared for flood mitigation, but they do expect marginal street level flooding as a result of Hurricane Laura.",2020-08-26 20:30:51+00:00,0,0,@fbcoem,,['marginal street'],[],[],[],0.0,0.0,'marginal street',marginal+street,31.33187,-92.40422,0.73,"{'state': 0.89, 'streets': [0.95]}"
929,BHollandSports,BATON ROUGE TRAFFIC: Highland Road impassable both directions starting at Woodbridge Blvd (close to Superior Grill) & no neighborhood outlet Take Perkins or Burbank as an alternate route @BRProudNews @LSUCheckpoint #HurricanLaura,2020-08-27 15:45:08+00:00,29,18,@BRProudNews @LSUCheckpoint,#HurricanLaura,"['highland road', 'woodbridge blvd']",[],[],[],1.0,1.0,"'highland road', 'woodbridge blvd'",highland+road%2C++woodbridge+blvd,32.85519,-91.21916,0.47,"{'state': 0.89, 'district': 1.0}"
327,strayanimalsatx,"A stray black Domestic Shorthair Mix male cat about 5 months old (ID#A822108) was picked up at 8766 Old Lockhart Highway in , 78610. Latest info: http://www.petharbor.com/pet.asp?uaid=ASTN.A822108",2020-08-31 20:30:02+00:00,0,2,,,['lockhart highway'],[],[],[],0.0,0.0,'lockhart highway',lockhart+highway,32.97644,-92.5968,0.99,"{'state': 0.89, 'district': 1.0, 'streets': [0.64]}"
