,User,Text,Date,Favorites,Retweets,Mentions,HashTags,docs,streets,highways,exits,markers
11129,TotalTrafficHOU,"Accident. two right lanes blocked in #Downtown on I-10 Katy Fwy EB before I-45, stop and go traffic back to Taylor #traffic http://bit.ly/17hsIjn",2020-08-26 17:55:44+00:00,0,0,,#Downtown #traffic,"accident. two right lanes blocked in #downtown on i-10 katy fwy eb before i-45, stop and go traffic back to taylor #traffic http://bit.ly/17hsijn",[],"['i-10', 'i-45']",[],[]
11131,TotalTrafficHOU,"Disabled vehicle, center lane blocked in #NorthSide on I-45 N Fwy NB at The 610 N Lp, stop and go traffic back to Cavalcade #traffic http://bit.ly/17hsIjn",2020-08-26 17:55:43+00:00,0,0,,#NorthSide #traffic,"disabled vehicle, center lane blocked in #northside on i-45 n fwy nb at the 610 n lp, stop and go traffic back to cavalcade #traffic http://bit.ly/17hsijn",['center lane'],['i-45'],[],[]
11133,AnayeliNews,"We’re in Baytown and you can see traffic on I-10 is flowing. But a lot more people are heading West bound. We’ve seen lots of RV’s, trailers and even boats heading West. @KHOU #HurricaneLaura",2020-08-26 17:36:16+00:00,4,24,@KHOU,#HurricaneLaura,"we’re in baytown and you can see traffic on i-10 is flowing. but a lot more people are heading west bound. we’ve seen lots of rv’s, trailers and even boats heading west. @khou #hurricanelaura",[],['i-10'],[],[]
11134,TotalTrafficHOU,"Heavy truck accident. two left lanes blocked in #NorthSide on N Sam Houston Pkwy WB at Antoine, stop and go traffic back to Veterans Memorial Pky #traffic http://bit.ly/17hsIjn",2020-08-26 17:35:43+00:00,0,0,,#NorthSide #traffic,"heavy truck accident. two left lanes blocked in #northside on n sam houston pkwy wb at antoine, stop and go traffic back to veterans memorial pky #traffic http://bit.ly/17hsijn",['houston pkwy'],[],[],[]
11137,_Radarr,Gulf is starting to get angry along Highway 82 #HurricaneLaura,2020-08-26 17:19:45+00:00,1,13,,#HurricaneLaura,gulf is starting to get angry along highway 82 #hurricanelaura,[],['highway 82'],[],[]
11145,TotalTrafficHOU,"Disabled vehicle moved to right shoulder in #Downtown on I-45 Downtown (Pierce Elevated) NB at Dallas St, stop and go traffic back to Scott #traffic http://bit.ly/17hsIjn",2020-08-26 16:30:43+00:00,0,0,,#Downtown #traffic,"disabled vehicle moved to right shoulder in #downtown on i-45 downtown (pierce elevated) nb at dallas st, stop and go traffic back to scott #traffic http://bit.ly/17hsijn",['dallas st'],['i-45'],[],[]
11146,TotalTrafficHOU,"Lanes reopened. earlier response to sb accident at spring cypress in #NorthSide on I-45 N Fwy NB between Cypresswood and Louetta, stop and go traffic back to Paramatta/Hollow Tree Ln #traffic http://bit.ly/17hsIjn",2020-08-26 16:25:43+00:00,0,0,,#NorthSide #traffic,"lanes reopened. earlier response to sb accident at spring cypress in #northside on i-45 n fwy nb between cypresswood and louetta, stop and go traffic back to paramatta/hollow tree ln #traffic http://bit.ly/17hsijn",[],['i-45'],[],[]
11148,TotalTrafficHOU,"Accident. three left lanes blocked in #NorthSide on I-45 N Fwy Inbound at Spg Cypress, stop and go traffic back to The Hardy Tollroad #traffic http://bit.ly/17hsIjn",2020-08-26 16:00:43+00:00,0,0,,#NorthSide #traffic,"accident. three left lanes blocked in #northside on i-45 n fwy inbound at spg cypress, stop and go traffic back to the hardy tollroad #traffic http://bit.ly/17hsijn",[],['i-45'],[],[]
11151,TotalTrafficHOU,"Accident. three left lanes blocked in #NorthSide on I-45 N Freewayt Inbound at Spg Cypress, stop and go traffic back to The Hardy Tollroad #traffic http://bit.ly/17hsIjn",2020-08-26 15:50:43+00:00,0,0,,#NorthSide #traffic,"accident. three left lanes blocked in #northside on i-45 n freewayt inbound at spg cypress, stop and go traffic back to the hardy tollroad #traffic http://bit.ly/17hsijn",[],['i-45'],[],[]
11154,TotalTrafficHOU,"Accident, right lane blocked in #NorthSide on N Sam Houston Tollway WB at Veterans Memorial Toll Plz #traffic http://bit.ly/17hsIjn",2020-08-26 15:40:43+00:00,0,0,,#NorthSide #traffic,"accident, right lane blocked in #northside on n sam houston tollway wb at veterans memorial toll plz #traffic http://bit.ly/17hsijn",['right lane'],[],[],[]
11157,TotalTrafficHOU,Emergency response to accident in diamond lanes. hazmat spill. three left lanes blocked in #NorthSide on I-45 N Fwy SB at Spg Cypress #traffic http://bit.ly/17hsIjn,2020-08-26 15:25:44+00:00,0,0,,#NorthSide #traffic,emergency response to accident in diamond lanes. hazmat spill. three left lanes blocked in #northside on i-45 n fwy sb at spg cypress #traffic http://bit.ly/17hsijn,[],['i-45'],[],[]
11159,TotalTrafficHOU,"Accident in diamond lanes. two left lanes blocked in #NorthSide on I-45 N Fwy Inbound at Spg Cypress, stop and go traffic back to FM 2920 #traffic http://bit.ly/17hsIjn",2020-08-26 15:25:43+00:00,0,0,,#NorthSide #traffic,"accident in diamond lanes. two left lanes blocked in #northside on i-45 n fwy inbound at spg cypress, stop and go traffic back to fm 2920 #traffic http://bit.ly/17hsijn",[],['i-45'],[],[]
11162,TotalTrafficHOU,"Accident in the diamond lanes. two left lanes blocked in #NorthSide on I-45 N Fwy Inbound at Spg Cypress, stop and go traffic back to FM 2920 #traffic http://bit.ly/17hsIjn",2020-08-26 15:00:43+00:00,0,0,,#NorthSide #traffic,"accident in the diamond lanes. two left lanes blocked in #northside on i-45 n fwy inbound at spg cypress, stop and go traffic back to fm 2920 #traffic http://bit.ly/17hsijn",[],['i-45'],[],[]
11165,onevisionary,"I’m in the @La_DOTD traffic management center, I’m seeing no back or congestion on I-10 across Louisiana. – at State Government Transportation &amp; Development Department",2020-08-26 14:51:47+00:00,32,117,@La_DOTD,,"i’m in the @la_dotd traffic management center, i’m seeing no back or congestion on i-10 across louisiana. – at state government transportation &amp; development department",[],['i-10'],[],[]
11170,gym_micks,"If your #evacuating use the tollways then access the smaller westbound state highways, Farm to Market ( FM ) roads. Avoid Interstate 45 if poss. Hwy 90 Alternate WESTBOUND is a superb service road out of the SE Gulf Coast. Be safe. ",2020-08-26 14:29:33+00:00,0,0,,#evacuating,"if your #evacuating use the tollways then access the smaller westbound state highways, farm to market ( fm ) roads. avoid interstate 45 if poss. hwy 90 alternate westbound is a superb service road out of the se gulf coast. be safe. ",['service road'],['hwy 90'],[],[]
11174,leaux25,denham springs area but i’m working in baton rouge off jefferson highway— right where it floods when it rains a little.,2020-08-26 13:04:04+00:00,0,0,,,denham springs area but i’m working in baton rouge off jefferson highway— right where it floods when it rains a little.,['jefferson highway'],[],[],[]
11176,TotalTrafficAUS,"Accident cleared in #Austin on TX-71 WB at Burleson Rd, stop and go traffic back to Montopolis Dr #ATXtraffic http://bit.ly/10BGKax",2020-08-26 12:55:43+00:00,0,0,,#Austin #ATXtraffic,"accident cleared in #austin on tx-71 wb at burleson rd, stop and go traffic back to montopolis dr #atxtraffic http://bit.ly/10bgkax",['burleson rd'],[],[],[]
11177,TotalTrafficHOU,"Disabled vehicle moved to right shoulder in #NorthSide on I-45 SB at Cavalcade, stop and go traffic back to The 610 N Lp #traffic http://bit.ly/17hsIjn",2020-08-26 12:40:43+00:00,0,0,,#NorthSide #traffic,"disabled vehicle moved to right shoulder in #northside on i-45 sb at cavalcade, stop and go traffic back to the 610 n lp #traffic http://bit.ly/17hsijn",[],['i-45'],[],[]
11178,richardklinger,Talk about living in someone’s head lol. This is oklahoma scum. I blocked this POS a week ago after calling him out on his lies. In typical cowardly way he stalked my other social media pages posting pictures of me and tried blackmailing me. Now he’s lying about what I posted https://twitter.com/richardklinger/status/1298393385703813121,2020-08-26 12:25:55+00:00,0,6,,,talk about living in someone’s head lol. this is oklahoma scum. i blocked this pos a week ago after calling him out on his lies. in typical cowardly way he stalked my other social media pages posting pictures of me and tried blackmailing me. now he’s lying about what i posted https://twitter.com/richardklinger/status/1298393385703813121,['cowardly way'],[],[],[]
11179,TotalTrafficAUS,"Accident blocks two left lanes in #Austin on TX-71 WB at Burleson Rd, stop and go traffic back to Montopolis Dr #ATXtraffic http://bit.ly/10BGKax",2020-08-26 12:20:44+00:00,0,0,,#Austin #ATXtraffic,"accident blocks two left lanes in #austin on tx-71 wb at burleson rd, stop and go traffic back to montopolis dr #atxtraffic http://bit.ly/10bgkax",['burleson rd'],[],[],[]
11180,TotalTrafficHOU,"Disabled vehicle, center lane blocked in #NorthSide on I-45 SB at Cavalcade, stop and go traffic back to The 610 N Lp #traffic http://bit.ly/17hsIjn",2020-08-26 12:20:43+00:00,0,1,,#NorthSide #traffic,"disabled vehicle, center lane blocked in #northside on i-45 sb at cavalcade, stop and go traffic back to the 610 n lp #traffic http://bit.ly/17hsijn",['center lane'],['i-45'],[],[]
11184,TotalTrafficAUS,"Accident, left lane blocked in #Austin on TX-71 WB at Burleson Rd #ATXtraffic http://bit.ly/10BGKax",2020-08-26 11:45:43+00:00,0,1,,#Austin #ATXtraffic,"accident, left lane blocked in #austin on tx-71 wb at burleson rd #atxtraffic http://bit.ly/10bgkax",['burleson rd'],[],[],[]
11196,TotalTrafficAUS,"Accident, left lane blocked in #Travis on US 183 SB at FM 1625 #ATXtraffic http://bit.ly/10BGKax",2020-08-26 05:05:43+00:00,0,0,,#Travis #ATXtraffic,"accident, left lane blocked in #travis on us 183 sb at fm 1625 #atxtraffic http://bit.ly/10bgkax",[],['us 183'],[],[]
11198,brad_dwight,"But, then again, if I was working Endeavor’s last ferry flight I might have called the traffic the same way...",2020-08-26 05:00:56+00:00,0,2,,,"but, then again, if i was working endeavor’s last ferry flight i might have called the traffic the same way...",['same way'],[],[],[]
11200,TotalTrafficAUS,"Disabled vehicle, shoulder blocked in #Travis on I-35 Frontage NB at E Oltorf St #ATXtraffic http://bit.ly/10BGKax",2020-08-26 04:25:43+00:00,0,0,,#Travis #ATXtraffic,"disabled vehicle, shoulder blocked in #travis on i-35 frontage nb at e oltorf st #atxtraffic http://bit.ly/10bgkax",['oltorf st'],['i-35'],[],[]
11203,ozzy_mora,TRAFFIC ALERT for Yoakum: Traffic is increasing on US 90 in Eagle Lake. Stay on alert for slowed traffic and flaggers trying to keep traffic safely moving.,2020-08-26 03:36:11+00:00,0,1,,,traffic alert for yoakum: traffic is increasing on us 90 in eagle lake. stay on alert for slowed traffic and flaggers trying to keep traffic safely moving.,[],['us 90'],[],[]
11205,TotalTrafficAUS,"Earlier vehicle fire has bee cleared in #Williamson on I 35 SB between FM 1431/Chandler Rd/Exit 256 and FM 3406/Old Settlers Blvd, slow traffic back to FM 1431/Chandler Rd/Exit 256 #ATXtraffic http://bit.ly/10BGKax",2020-08-26 03:30:43+00:00,0,1,,#Williamson #ATXtraffic,"earlier vehicle fire has bee cleared in #williamson on i 35 sb between fm 1431/chandler rd/exit 256 and fm 3406/old settlers blvd, slow traffic back to fm 1431/chandler rd/exit 256 #atxtraffic http://bit.ly/10bgkax","['chandler rd', 'settlers blvd', 'chandler rd']",[],"['exit 256', 'exit 256']",[]
11206,HowardRodgers7,She rambled all over the us highway system. No points just randomize paragraphs thrown together ,2020-08-26 03:28:16+00:00,0,0,,,she rambled all over the us highway system. no points just randomize paragraphs thrown together ,['us highway'],[],[],[]
11209,TotalTrafficAUS,"Vehicle fire. only the right shoulder gets through in #Williamson on I 35 SB between FM 1431/Chandler Rd/Exit 256 and FM 3406/Old Settlers Blvd, stop and go traffic back to FM 1431/Chandler Rd/Exit 256 #ATXtraffic http://bit.ly/10BGKax",2020-08-26 03:05:43+00:00,0,0,,#Williamson #ATXtraffic,"vehicle fire. only the right shoulder gets through in #williamson on i 35 sb between fm 1431/chandler rd/exit 256 and fm 3406/old settlers blvd, stop and go traffic back to fm 1431/chandler rd/exit 256 #atxtraffic http://bit.ly/10bgkax","['chandler rd', 'settlers blvd', 'chandler rd']",[],"['exit 256', 'exit 256']",[]
11215,TotalTrafficAUS,"Accident cleared in #Williamson on I 35 NB at 620/Exit 252, slow traffic back to Hesters Crossing/Bus 35 #ATXtraffic http://bit.ly/10BGKax",2020-08-26 01:55:44+00:00,0,1,,#Williamson #ATXtraffic,"accident cleared in #williamson on i 35 nb at 620/exit 252, slow traffic back to hesters crossing/bus 35 #atxtraffic http://bit.ly/10bgkax",[],[],['exit 252'],[]
11219,TotalTrafficAUS,"Vehicle fire. only the right shoulder gets through in #Williamson on I 35 SB between FM 1431/Chandler Rd/Exit 256 and FM 3406/Old Settlers Blvd, stopped traffic back to Westinghouse Rd/Exit 257 #ATXtraffic http://bit.ly/10BGKax",2020-08-26 01:35:43+00:00,0,0,,#Williamson #ATXtraffic,"vehicle fire. only the right shoulder gets through in #williamson on i 35 sb between fm 1431/chandler rd/exit 256 and fm 3406/old settlers blvd, stopped traffic back to westinghouse rd/exit 257 #atxtraffic http://bit.ly/10bgkax","['chandler rd', 'settlers blvd', 'westinghouse rd']",[],"['exit 256', 'exit 257']",[]
11220,TotalTrafficAUS,"Accident reported in #Williamson on I 35 NB at 620/Exit 252, stopped traffic back to Hesters Crossing/Bus 35 #ATXtraffic http://bit.ly/10BGKax",2020-08-26 01:35:43+00:00,0,0,,#Williamson #ATXtraffic,"accident reported in #williamson on i 35 nb at 620/exit 252, stopped traffic back to hesters crossing/bus 35 #atxtraffic http://bit.ly/10bgkax",[],[],['exit 252'],[]
11224,TotalTrafficHOU,"Disabled vehicle cleared in #WestSide on I-10 Katy Fwy Outbound approaching Hwy 6, stop and go traffic back to Dairy Ashford #traffic http://bit.ly/17hsIjn",2020-08-26 01:15:43+00:00,0,0,,#WestSide #traffic,"disabled vehicle cleared in #westside on i-10 katy fwy outbound approaching hwy 6, stop and go traffic back to dairy ashford #traffic http://bit.ly/17hsijn",[],"['i-10', 'hwy 6']",[],[]
11225,TotalTrafficHOU,"Accident cleared in #Katy on I-10 Outbound before Pederson Rd/Exit 737, stop and go traffic back to Pin Oak Rd. #traffic http://bit.ly/17hsIjn",2020-08-26 01:15:43+00:00,0,0,,#Katy #traffic,"accident cleared in #katy on i-10 outbound before pederson rd/exit 737, stop and go traffic back to pin oak rd. #traffic http://bit.ly/17hsijn","['pederson rd', 'oak rd']",['i-10'],['exit 737'],[]
11227,TotalTrafficAUS,"Accident, right lane blocked in #Travis on Mopac SB at Enfield Rd, slow traffic back to Windsor Rd #ATXtraffic http://bit.ly/10BGKax",2020-08-26 00:30:44+00:00,0,0,,#Travis #ATXtraffic,"accident, right lane blocked in #travis on mopac sb at enfield rd, slow traffic back to windsor rd #atxtraffic http://bit.ly/10bgkax","['right lane', 'enfield rd', 'windsor rd']",[],[],[]
11231,TotalTrafficAUS,"Disabled vehicle cleared in #Travis on I 35 NB at Wells Branch Pkwy/FM 1825, slow traffic back to Howard Ln/Exit 246 #ATXtraffic http://bit.ly/10BGKax",2020-08-26 00:10:44+00:00,0,0,,#Travis #ATXtraffic,"disabled vehicle cleared in #travis on i 35 nb at wells branch pkwy/fm 1825, slow traffic back to howard ln/exit 246 #atxtraffic http://bit.ly/10bgkax",['branch pkwy'],[],['exit 246'],[]
11232,TotalTrafficAUS,"Accident cleared in #Austin on Mopac Frontage Rd NB at Parmer Ln, slow traffic back to Duval Rd #ATXtraffic http://bit.ly/10BGKax",2020-08-26 00:00:43+00:00,0,0,,#Austin #ATXtraffic,"accident cleared in #austin on mopac frontage rd nb at parmer ln, slow traffic back to duval rd #atxtraffic http://bit.ly/10bgkax","['frontage rd', 'duval rd']",[],[],[]
11242,TotalTrafficAUS,"Disabled vehicle. right shoulder blocked in #Austin on I 35 SB at Yager Ln, slow traffic back to Parmer Ln/Exit 245 #ATXtraffic http://bit.ly/10BGKax",2020-08-25 23:15:43+00:00,0,0,,#Austin #ATXtraffic,"disabled vehicle. right shoulder blocked in #austin on i 35 sb at yager ln, slow traffic back to parmer ln/exit 245 #atxtraffic http://bit.ly/10bgkax",[],[],['exit 245'],[]
11246,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #Williamson on I 35 SB at FM 1431/Chandler Rd/Exit 256 #ATXtraffic http://bit.ly/10BGKax,2020-08-25 23:05:43+00:00,0,0,,#Williamson #ATXtraffic,disabled vehicle. right shoulder blocked in #williamson on i 35 sb at fm 1431/chandler rd/exit 256 #atxtraffic http://bit.ly/10bgkax,['chandler rd'],[],['exit 256'],[]
11247,TotalTrafficAUS,"Disabled vehicle. right shoulder blocked in #Travis on I 35 NB at Wells Branch Pkwy/FM 1825, slow traffic back to Howard Ln/Exit 246 #ATXtraffic http://bit.ly/10BGKax",2020-08-25 23:00:43+00:00,0,0,,#Travis #ATXtraffic,"disabled vehicle. right shoulder blocked in #travis on i 35 nb at wells branch pkwy/fm 1825, slow traffic back to howard ln/exit 246 #atxtraffic http://bit.ly/10bgkax",['branch pkwy'],[],['exit 246'],[]
11251,TotalTrafficAUS,"Accident cleared in #Austin on US 183 SB at Oak Knoll Dr, slow traffic back to Mcneil Dr/Spicewood Springs Rd #ATXtraffic http://bit.ly/10BGKax",2020-08-25 22:45:43+00:00,0,0,,#Austin #ATXtraffic,"accident cleared in #austin on us 183 sb at oak knoll dr, slow traffic back to mcneil dr/spicewood springs rd #atxtraffic http://bit.ly/10bgkax",['springs rd'],['us 183'],[],[]
11254,TotalTrafficAUS,"Accident, right lane blocked in #Austin on Mopac Frontage Rd NB at Parmer Ln, stop and go traffic back to Duval Rd #ATXtraffic http://bit.ly/10BGKax",2020-08-25 22:40:43+00:00,0,0,,#Austin #ATXtraffic,"accident, right lane blocked in #austin on mopac frontage rd nb at parmer ln, stop and go traffic back to duval rd #atxtraffic http://bit.ly/10bgkax","['right lane', 'frontage rd', 'duval rd']",[],[],[]
11260,TotalTrafficAUS,"Disabled vehicle. right shoulder blocked in #Williamson on I 35 NB at 620/Exit 252, slow traffic back to Hesters Crossing/Bus 35 #ATXtraffic http://bit.ly/10BGKax",2020-08-25 22:05:44+00:00,0,0,,#Williamson #ATXtraffic,"disabled vehicle. right shoulder blocked in #williamson on i 35 nb at 620/exit 252, slow traffic back to hesters crossing/bus 35 #atxtraffic http://bit.ly/10bgkax",[],[],['exit 252'],[]
11262,TotalTrafficAUS,"Accident. right shoulder blocked, right lane partially blocked in #Austin on US 183 SB at Oak Knoll Dr, slow traffic back to Mcneil Dr/Spicewood Springs Rd #ATXtraffic http://bit.ly/10BGKax",2020-08-25 22:05:43+00:00,0,0,,#Austin #ATXtraffic,"accident. right shoulder blocked, right lane partially blocked in #austin on us 183 sb at oak knoll dr, slow traffic back to mcneil dr/spicewood springs rd #atxtraffic http://bit.ly/10bgkax","['right lane', 'springs rd']",['us 183'],[],[]
11264,TotalTrafficAUS,"Accident cleared in #Travis on I 35 SB at US-290/Exit 238, stop and go traffic back to Hwy 183/Anderson Ln #ATXtraffic http://bit.ly/10BGKax",2020-08-25 22:05:43+00:00,0,0,,#Travis #ATXtraffic,"accident cleared in #travis on i 35 sb at us-290/exit 238, stop and go traffic back to hwy 183/anderson ln #atxtraffic http://bit.ly/10bgkax",[],"['us-290', 'hwy 183']",['exit 238'],[]
11270,TotalTrafficAUS,"Accident, right lane blocked in #Travis on I 35 SB at US-290/Exit 238, stopped traffic back to Hwy 183/Anderson Ln #ATXtraffic http://bit.ly/10BGKax",2020-08-25 21:35:43+00:00,0,0,,#Travis #ATXtraffic,"accident, right lane blocked in #travis on i 35 sb at us-290/exit 238, stopped traffic back to hwy 183/anderson ln #atxtraffic http://bit.ly/10bgkax",['right lane'],"['us-290', 'hwy 183']",['exit 238'],[]
11273,TotalTrafficAUS,"Accident, right lane blocked in #Travis on I 35 SB at 51st St/Cameron Rd/Exit 237, stopped traffic back to US-290/Exit 238 #ATXtraffic http://bit.ly/10BGKax",2020-08-25 21:15:43+00:00,0,0,,#Travis #ATXtraffic,"accident, right lane blocked in #travis on i 35 sb at 51st st/cameron rd/exit 237, stopped traffic back to us-290/exit 238 #atxtraffic http://bit.ly/10bgkax","['right lane', '51st st', 'cameron rd']",['us-290'],"['exit 237', 'exit 238']",[]
11275,TwinNumber_One,For any of my LC people trying to go East on I-10 traffic is moving about 30mph right out of LC and now at a stand still between Iowa and Welsh,2020-08-25 21:07:54+00:00,0,6,,,for any of my lc people trying to go east on i-10 traffic is moving about 30mph right out of lc and now at a stand still between iowa and welsh,[],['i-10'],[],[]
11281,TotalTrafficAUS,"Disabled vehicle, three lanes blocked in #Travis on Ben White Blvd WB at US-290/TX-71/TX-360-LOOP/S Lamar Blvd, stop and go traffic back to FM-2304/Manchaca Rd #ATXtraffic http://bit.ly/10BGKax",2020-08-25 20:20:43+00:00,0,0,,#Travis #ATXtraffic,"disabled vehicle, three lanes blocked in #travis on ben white blvd wb at us-290/tx-71/tx-360-loop/s lamar blvd, stop and go traffic back to fm-2304/manchaca rd #atxtraffic http://bit.ly/10bgkax","['white blvd', 'lamar blvd', 'manchaca rd']",['us-290'],[],[]
11284,TotalTrafficAUS,"Accident. right shoulder blocked in #Austin on I-35 NB at Woodland Ave, slow traffic back to Oltorf St/Exit 232 #ATXtraffic http://bit.ly/10BGKax",2020-08-25 20:15:43+00:00,0,1,,#Austin #ATXtraffic,"accident. right shoulder blocked in #austin on i-35 nb at woodland ave, slow traffic back to oltorf st/exit 232 #atxtraffic http://bit.ly/10bgkax","['woodland ave', 'oltorf st']",['i-35'],['exit 232'],[]
11287,TotalTrafficAUS,"Accident affecting exit ramp in #Austin on I-35 NB at Woodland Ave, slow traffic back to Oltorf St/Exit 232 #ATXtraffic http://bit.ly/10BGKax",2020-08-25 19:55:43+00:00,0,0,,#Austin #ATXtraffic,"accident affecting exit ramp in #austin on i-35 nb at woodland ave, slow traffic back to oltorf st/exit 232 #atxtraffic http://bit.ly/10bgkax","['woodland ave', 'oltorf st']",['i-35'],['exit 232'],[]
11288,TotalTrafficHOU,Accident. two left lanes blocked in #Downtown on US-69 Eastex Fwy Inbound at I-45 #traffic http://bit.ly/17hsIjn,2020-08-25 19:55:43+00:00,0,0,,#Downtown #traffic,accident. two left lanes blocked in #downtown on us-69 eastex fwy inbound at i-45 #traffic http://bit.ly/17hsijn,[],"['us-69', 'i-45']",[],[]
11296,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #Travis on US 183 SB at Mopac #ATXtraffic http://bit.ly/10BGKax,2020-08-25 19:25:44+00:00,0,0,,#Travis #ATXtraffic,disabled vehicle. right shoulder blocked in #travis on us 183 sb at mopac #atxtraffic http://bit.ly/10bgkax,[],['us 183'],[],[]
11299,TotalTrafficHOU,Car fire. three left lanes blocked in #SeSide on I-45 Gulf Fwy Inbound before Scarsdale #traffic http://bit.ly/17hsIjn,2020-08-25 19:15:43+00:00,0,0,,#SeSide #traffic,car fire. three left lanes blocked in #seside on i-45 gulf fwy inbound before scarsdale #traffic http://bit.ly/17hsijn,[],['i-45'],[],[]
11302,TotalTrafficHOU,Car fire. two left lanes blocked in #SeSide on I-45 Gulf Fwy Inbound before Scarsdale #traffic http://bit.ly/17hsIjn,2020-08-25 19:00:44+00:00,0,0,,#SeSide #traffic,car fire. two left lanes blocked in #seside on i-45 gulf fwy inbound before scarsdale #traffic http://bit.ly/17hsijn,[],['i-45'],[],[]
11304,TotalTrafficHOU,Accident. two left lanes blocked in #LeagueCity on I-45 Gulf Fwy Outbound after Calder #traffic http://bit.ly/17hsIjn,2020-08-25 19:00:43+00:00,0,0,,#LeagueCity #traffic,accident. two left lanes blocked in #leaguecity on i-45 gulf fwy outbound after calder #traffic http://bit.ly/17hsijn,[],['i-45'],[],[]
11308,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #Kyle on I-35 NB at Yarrington Rd/Exit 210 #ATXtraffic http://bit.ly/10BGKax,2020-08-25 18:40:44+00:00,0,0,,#Kyle #ATXtraffic,disabled vehicle. right shoulder blocked in #kyle on i-35 nb at yarrington rd/exit 210 #atxtraffic http://bit.ly/10bgkax,['yarrington rd'],['i-35'],['exit 210'],[]
11309,TotalTrafficAUS,"Disabled vehicle, right lane blocked in #Travis on Mopac NB at Westover Rd/Northwood Rd #ATXtraffic http://bit.ly/10BGKax",2020-08-25 18:40:43+00:00,0,0,,#Travis #ATXtraffic,"disabled vehicle, right lane blocked in #travis on mopac nb at westover rd/northwood rd #atxtraffic http://bit.ly/10bgkax","['right lane', 'westover rd', 'northwood rd']",[],[],[]
11310,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #Travis on Mopac NB at Westover Rd/Northwood Rd #ATXtraffic http://bit.ly/10BGKax,2020-08-25 18:35:44+00:00,0,0,,#Travis #ATXtraffic,disabled vehicle. right shoulder blocked in #travis on mopac nb at westover rd/northwood rd #atxtraffic http://bit.ly/10bgkax,"['westover rd', 'northwood rd']",[],[],[]
11313,TotalTrafficAUS,Traffic signal restored and cycling normally. in #Manchaca on FM 1626 at Bliss Spillar Rd #ATXtraffic http://bit.ly/10BGKax,2020-08-25 18:25:43+00:00,0,1,,#Manchaca #ATXtraffic,traffic signal restored and cycling normally. in #manchaca on fm 1626 at bliss spillar rd #atxtraffic http://bit.ly/10bgkax,['spillar rd'],[],[],[]
11314,_ChardonnayPapi,"You are evacuating a city of 50,000 people and a county of 342,000 people and roughly 75 percent of them are going to use the same road to get out of the area. Shouldn’t the first thing you do be to mitigate the amount of normal traffic that is already going to be on the road??",2020-08-25 18:22:28+00:00,0,0,,,"you are evacuating a city of 50,000 people and a county of 342,000 people and roughly 75 percent of them are going to use the same road to get out of the area. shouldn’t the first thing you do be to mitigate the amount of normal traffic that is already going to be on the road??",['same road'],[],[],[]
11315,TotalTrafficHOU,Accident. right lane blocked in #EastSide on I-10 Baytown E Fwy WB before Mercury #traffic http://bit.ly/17hsIjn,2020-08-25 18:15:43+00:00,0,0,,#EastSide #traffic,accident. right lane blocked in #eastside on i-10 baytown e fwy wb before mercury #traffic http://bit.ly/17hsijn,['right lane'],['i-10'],[],[]
11317,TotalTrafficHOU,"Disabled vehicle, center lane blocked in #Downtown on I-45 Gulf Fwy Inbound at Dallas St #traffic http://bit.ly/17hsIjn",2020-08-25 18:15:43+00:00,0,0,,#Downtown #traffic,"disabled vehicle, center lane blocked in #downtown on i-45 gulf fwy inbound at dallas st #traffic http://bit.ly/17hsijn","['center lane', 'dallas st']",['i-45'],[],[]
11320,TotalTrafficBTR,"Disabled vehicle, left lane blocked in #EastBatonRouge on I 10 EB at I-110/BR Airport/Exit 155B #traffic http://bit.ly/12oyfoo",2020-08-25 17:50:43+00:00,0,0,,#EastBatonRouge #traffic,"disabled vehicle, left lane blocked in #eastbatonrouge on i 10 eb at i-110/br airport/exit 155b #traffic http://bit.ly/12oyfoo",[],['i-110'],[],[]
11322,TotalTrafficHOU,"Accident, right lane blocked in #Downtown on I-45 SB at 69, stop and go traffic back to Dallas St #traffic http://bit.ly/17hsIjn",2020-08-25 17:45:43+00:00,0,0,,#Downtown #traffic,"accident, right lane blocked in #downtown on i-45 sb at 69, stop and go traffic back to dallas st #traffic http://bit.ly/17hsijn","['right lane', 'dallas st']",['i-45'],[],[]
11324,TotalTrafficAUS,"Traffic lights working incorrectly, caution in #Manchaca on FM 1626 at Bliss Spillar Rd #ATXtraffic http://bit.ly/10BGKax",2020-08-25 17:40:43+00:00,0,1,,#Manchaca #ATXtraffic,"traffic lights working incorrectly, caution in #manchaca on fm 1626 at bliss spillar rd #atxtraffic http://bit.ly/10bgkax",['spillar rd'],[],[],[]
11328,TotalTrafficHOU,"Accident, right lane blocked in #WestSide on W Sam Houston Tollway NB at Westheimer #traffic http://bit.ly/17hsIjn",2020-08-25 16:40:43+00:00,0,0,,#WestSide #traffic,"accident, right lane blocked in #westside on w sam houston tollway nb at westheimer #traffic http://bit.ly/17hsijn",['right lane'],[],[],[]
11331,charlyndria,If you are evacuating get on highway 90 or 105 instead of I-10.,2020-08-25 16:39:49+00:00,0,0,,,if you are evacuating get on highway 90 or 105 instead of i-10.,[],"['highway 90', 'i-10']",[],[]
