Index,User,Text,Date,Favorites,Retweets,Mentions,HashTags,docs,streets,highways,exits,markers,road_closed
638,TotalTrafficHOU,"Accident. two left lanes blocked in #NorthSide on I-45 N Inbound at W Rd., stopped traffic back to The N Sam Houston Pkwy #traffic http://bit.ly/17hsIjn",2020-08-27 13:10:43+00:00,0,0,,#NorthSide #traffic,"accident. two left lanes blocked in #northside on i-45 n inbound at w rd., stopped traffic back to the n sam houston pkwy #traffic http://bit.ly/17hsijn","['w rd', 'houston pkwy']",['i-45'],[],[],1
767,TotalTrafficAUS,Traffic signal restored and cycling normally. in #Manchaca on FM 1626 at Bliss Spillar Rd #ATXtraffic http://bit.ly/10BGKax,2020-08-25 18:25:43+00:00,0,1,,#Manchaca #ATXtraffic,traffic signal restored and cycling normally. in #manchaca on fm 1626 at bliss spillar rd #atxtraffic http://bit.ly/10bgkax,['spillar rd'],[],[],[],
989,ChrisPrine24,@LPNews1898 Please bring some type of awareness to our leaders that something needs to be done at the curve on Hwy 16 between @HebronBaptist and South Point. I have witnessed thousands of wrecks in this curve over the years and I think it’s past time for action. #deadmanscurve,2020-08-30 18:39:50+00:00,0,0,@LPNews1898 @HebronBaptist,#deadmanscurve,@lpnews1898 please bring some type of awareness to our leaders that something needs to be done at the curve on hwy 16 between @hebronbaptist and south point. i have witnessed thousands of wrecks in this curve over the years and i think it’s past time for action. #deadmanscurve,[],['hwy 16'],[],[],0
325,BTRtraffic,RT BR_Traffic The right lane is blocked on I-10 East at Mile Marker 165 (past Siegen Lane) due to a stalled vehicle. Congestion has reached Siegen Lane.,2020-08-31 20:31:47+00:00,0,0,,,rt br_traffic the right lane is blocked on i-10 east at mile marker 165 (past siegen lane) due to a stalled vehicle. congestion has reached siegen lane.,['right lane'],['i-10'],[],[],1
814,TotalTrafficBTR,"Accident, left lane blocked in #EastBatonRouge on I 10 WB before Siegen Lane/LA-3246/Exit 163 #traffic http://bit.ly/12oyfoo",2020-08-24 23:05:43+00:00,0,0,,#EastBatonRouge #traffic,"accident, left lane blocked in #eastbatonrouge on i 10 wb before siegen lane/la-3246/exit 163 #traffic http://bit.ly/12oyfoo",['siegen lane'],[],['exit 163'],[],1
95,BTRtraffic,RT BR_Traffic I-10 West remains closed at LA 415 (Lobdell) due to recovery operations an incident at Whiskey Bay. Motorists are advised to use US 190 as an alternate route. This closure is expected to last several hours. Check http://511la.org for updates.,2020-09-01 15:43:47+00:00,0,0,,,rt br_traffic i-10 west remains closed at la 415 (lobdell) due to recovery operations an incident at whiskey bay. motorists are advised to use us 190 as an alternate route. this closure is expected to last several hours. check http://511la.org for updates.,[],"['i-10', 'us 190']",[],[],1
158,KLFY,"Cajun Field will be the site of a Hurricane Laura supply drive for McNeese State University Tuesday, Sept. 1 through Thursday, Sept. 3.",2020-08-31 20:43:02+00:00,1,2,,,"cajun field will be the site of a hurricane laura supply drive for mcneese state university tuesday, sept. 1 through thursday, sept. 3.",['supply drive'],[],[],[],0
545,TotalTrafficHOU,"Accident. two right lanes blocked in #Webster on I-45 Gulf Outbound before FM 2351, stop and go traffic back to Dixie Farm Rd. #traffic http://bit.ly/17hsIjn",2020-08-28 16:05:43+00:00,0,0,,#Webster #traffic,"accident. two right lanes blocked in #webster on i-45 gulf outbound before fm 2351, stop and go traffic back to dixie farm rd. #traffic http://bit.ly/17hsijn",['farm rd'],['i-45'],[],[],1
961,strivahh,I just took a zoom down memory lane in my photo gallery... and shit! I look nothing how I looked in high school.,2020-08-25 16:55:19+00:00,0,0,,,i just took a zoom down memory lane in my photo gallery... and shit! i look nothing how i looked in high school.,['memory lane'],[],[],[],0
813,TotalTrafficBTR,Incident cleared in #St.Martin on I 10 WB at LA-347/Cecilia/Henderson/Exit 115 #traffic http://bit.ly/12oyfoo,2020-08-24 23:10:43+00:00,0,0,,#St #traffic,incident cleared in #st.martin on i 10 wb at la-347/cecilia/henderson/exit 115 #traffic http://bit.ly/12oyfoo,[],[],['exit 115'],[],
763,TotalTrafficHOU,Accident. two left lanes blocked in #LeagueCity on I-45 Gulf Fwy Outbound after Calder #traffic http://bit.ly/17hsIjn,2020-08-25 19:00:43+00:00,0,0,,#LeagueCity #traffic,accident. two left lanes blocked in #leaguecity on i-45 gulf fwy outbound after calder #traffic http://bit.ly/17hsijn,[],['i-45'],[],[],1
802,TotalTrafficHOU,Accident blocks 3 right lanes in #Montgomery on 45 N Frwy Outbound at TX-105/Exit 87 #traffic http://bit.ly/17hsIjn,2020-08-25 11:20:43+00:00,0,0,,#Montgomery #traffic,accident blocks 3 right lanes in #montgomery on 45 n frwy outbound at tx-105/exit 87 #traffic http://bit.ly/17hsijn,[],[],['exit 87'],[],1
129,BTRtraffic,RT BR_Traffic I-10 West remains closed at LA 975 (Whiskey Bay) due to overturned tractor trailer. Traffic is being diverted at LA 415 (Lobdell). Congestion has reached LA 1 (Port Allen). Motorists are advised to take an alternate route.,2020-09-01 10:48:11+00:00,0,0,,,rt br_traffic i-10 west remains closed at la 975 (whiskey bay) due to overturned tractor trailer. traffic is being diverted at la 415 (lobdell). congestion has reached la 1 (port allen). motorists are advised to take an alternate route.,[],['i-10'],[],[],1
241,ankh24,"Reposted from @EricaOnABC13 EFFECTIVE IMMEDIATELY: the Harris County Toll Road Authority has waived fees, allowing drivers toll-free passage during hurricane evacuations. - #regrann @Houston, Texas https://www.instagram.com/p/CEUhrjRgbEJ/?igshid=164ktn3kzy6bc",2020-08-25 17:30:12+00:00,0,0,@EricaOnABC13,#regrann,"reposted from @ericaonabc13 effective immediately: the harris county toll road authority has waived fees, allowing drivers toll-free passage during hurricane evacuations. - #regrann @houston, texas https://www.instagram.com/p/ceuhrjrgbej/?igshid=164ktn3kzy6bc",['toll road'],[],[],[],0
403,TotalTrafficHOU,"Disabled vehicle, center lane blocked in #WestSide on I-10 Katy Hov Outbound after Hwy 6 #traffic http://bit.ly/17hsIjn",2020-08-30 13:35:43+00:00,0,0,,#WestSide #traffic,"disabled vehicle, center lane blocked in #westside on i-10 katy hov outbound after hwy 6 #traffic http://bit.ly/17hsijn",['center lane'],"['i-10', 'hwy 6']",[],[],1
111,I35WacoTravel,Waxahachie | I-35 E southbound at US-287 | Various lanes closed tonight 9PM to 6AM https://www.i35wacodistrict.org/?id=13796#closures #My35,2020-09-01 13:00:39+00:00,0,0,,#My35,waxahachie | i-35 e southbound at us-287 | various lanes closed tonight 9pm to 6am https://www.i35wacodistrict.org/?id=13796#closures #my35,[],"['i-35', 'us-287']",[],[],
178,Lydarrius_XXII,"Remembering the tragedy on this day , 15 years ago : Hurricane Katrina @New Orleans, Louisiana https://www.instagram.com/p/CEeiCRLJM2DrI-VSNNEMG9kMA_0eTDiX6upaKA0/?igshid=wuxm54lb8b60",2020-08-29 14:45:43+00:00,0,0,,,"remembering the tragedy on this day , 15 years ago : hurricane katrina @new orleans, louisiana https://www.instagram.com/p/ceeicrljm2dri-vsnnemg9kma_0etdix6upaka0/?igshid=wuxm54lb8b60",[],['https://www.instagram.com/p/ceeicrljm2dri-vsnnemg9kma_0etdix6upaka0/?igshid=wuxm54lb8b60'],[],[],0
1005,tgpecot,Is Hwy 90 from New Orleans to Lafayette open?,2020-08-27 16:50:56+00:00,0,0,,,is hwy 90 from new orleans to lafayette open?,[],['hwy 90'],[],[],0
1024,brianemfinger,The Gulf of Mexico is getting up on Hwy 82 west of Holly Beach #HurricaneLaura #lawx,2020-08-26 17:42:38+00:00,23,53,,#HurricaneLaura #lawx,the gulf of mexico is getting up on hwy 82 west of holly beach #hurricanelaura #lawx,[],['hwy 82'],[],[],0
781,TotalTrafficHOU,"Accident involving a cement mixer. two right lanes blocked in #LeagueCity on I-45 Inbound after FM 518, stopped traffic back to FM 517 #traffic http://bit.ly/17hsIjn",2020-08-25 16:15:44+00:00,0,0,,#LeagueCity #traffic,"accident involving a cement mixer. two right lanes blocked in #leaguecity on i-45 inbound after fm 518, stopped traffic back to fm 517 #traffic http://bit.ly/17hsijn",[],['i-45'],[],[],1
746,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #Williamson on I 35 SB at FM 1431/Chandler Rd/Exit 256 #ATXtraffic http://bit.ly/10BGKax,2020-08-25 23:05:43+00:00,0,0,,#Williamson #ATXtraffic,disabled vehicle. right shoulder blocked in #williamson on i 35 sb at fm 1431/chandler rd/exit 256 #atxtraffic http://bit.ly/10bgkax,['chandler rd'],[],['exit 256'],[],1
519,TotalTrafficAUS,"Accident, left lane blocked in #Austin on US 183 Frontage SB at Anderson Mill Rd, stop and go traffic back to Hymeadow Dr #ATXtraffic http://bit.ly/10BGKax",2020-08-28 21:00:43+00:00,0,1,,#Austin #ATXtraffic,"accident, left lane blocked in #austin on us 183 frontage sb at anderson mill rd, stop and go traffic back to hymeadow dr #atxtraffic http://bit.ly/10bgkax",['mill rd'],['us 183'],[],[],1
840,TotalTrafficHOU,Disabled vehicle. center lane blocked in #Houston on US-69 SW Fwy Inbound at S Rice Ave #traffic http://bit.ly/17hsIjn,2020-08-24 18:00:45+00:00,0,0,,#Houston #traffic,disabled vehicle. center lane blocked in #houston on us-69 sw fwy inbound at s rice ave #traffic http://bit.ly/17hsijn,"['center lane', 'rice ave']",['us-69'],[],[],1
333,TotalTrafficBTR,Accident cleared in #EastBatonRougeParish on I 10 WB at Essen Ln/LA-3064/Exit 160 #traffic http://bit.ly/12oyfoo,2020-08-31 19:05:43+00:00,0,0,,#EastBatonRougeParish #traffic,accident cleared in #eastbatonrougeparish on i 10 wb at essen ln/la-3064/exit 160 #traffic http://bit.ly/12oyfoo,[],[],['exit 160'],[],
742,TotalTrafficAUS,"Accident, right lane blocked in #Travis on Mopac SB at Enfield Rd, slow traffic back to Windsor Rd #ATXtraffic http://bit.ly/10BGKax",2020-08-26 00:30:44+00:00,0,0,,#Travis #ATXtraffic,"accident, right lane blocked in #travis on mopac sb at enfield rd, slow traffic back to windsor rd #atxtraffic http://bit.ly/10bgkax","['right lane', 'enfield rd', 'windsor rd']",[],[],[],1
960,eviIemily,who lives on dreary lane?,2020-08-25 17:39:04+00:00,0,0,,,who lives on dreary lane?,['dreary lane'],[],[],[],0
690,TotalTrafficHOU,Lost load. all mainlanes blocked in #FortBend on US-90-ALT Inbound before FM-1952 #traffic http://bit.ly/17hsIjn,2020-08-26 21:00:43+00:00,0,0,,#FortBend #traffic,lost load. all mainlanes blocked in #fortbend on us-90-alt inbound before fm-1952 #traffic http://bit.ly/17hsijn,[],['us-90-alt'],[],[],1
372,TotalTrafficBTR,"Road construction, roadway reduced to one lane in #EastBatonRougeParish on I 10 WB at Highland Rd/LA-42/Exit 166 #traffic http://bit.ly/12oyfoo",2020-08-31 10:55:43+00:00,1,0,,#EastBatonRougeParish #traffic,"road construction, roadway reduced to one lane in #eastbatonrougeparish on i 10 wb at highland rd/la-42/exit 166 #traffic http://bit.ly/12oyfoo",['highland rd'],[],['exit 166'],[],1
526,craigway1,A hopeful sign that the pandemic may be easing a little—completely stopped traffic for construction going through Waco on I-35 is a thing once again.,2020-08-28 20:22:58+00:00,10,140,,,a hopeful sign that the pandemic may be easing a little—completely stopped traffic for construction going through waco on i-35 is a thing once again.,[],['i-35'],[],[],0
956,BHGREGaryGreene,We are looking for a buyer on 11103 Olde Mint House Lane #Tomball #TX #realestate https://tour.corelistingmachine.com/home/AWVWDX,2020-08-25 22:16:17+00:00,1,2,,#Tomball #TX #realestate,we are looking for a buyer on 11103 olde mint house lane #tomball #tx #realestate https://tour.corelistingmachine.com/home/awvwdx,['house lane'],[],[],[],0
44,mphelps96,"actual phone call I had today— me: “sorry I’m just getting back with you... our area received significant damage from the recent hurricane & our office has been closed” them: “that’s unfortunate. anyways, I needed this done like yesterday” &amp; I-",2020-09-02 20:53:27+00:00,0,9,,,"actual phone call i had today— me: “sorry i’m just getting back with you... our area received significant damage from the recent hurricane & our office has been closed” them: “that’s unfortunate. anyways, i needed this done like yesterday” &amp; i-",[],['i-'],[],[],0
204,iembot_lch,"At 12:55 AM CDT, 1 SW Lake Charles [Calcasieu Co, LA] PUBLIC reports HURRICANE. SIGNIFICANT DAMAGE ON RYAN STREET WITH ROOFS BLOWN OFF BUSINESSES, SIGNS DOWN AND DAMAGED, POWER POLES DOWN. REPORTED VIA SOCIAL MEDIA. TIME ESTIMATED. https://mesonet.agron.iastate.edu/lsr/#LCH/202008270555/202008270555",2020-08-27 17:09:57+00:00,0,0,,,"at 12:55 am cdt, 1 sw lake charles [calcasieu co, la] public reports hurricane. significant damage on ryan street with roofs blown off businesses, signs down and damaged, power poles down. reported via social media. time estimated. https://mesonet.agron.iastate.edu/lsr/#lch/202008270555/202008270555",['ryan street'],[],[],[],1
37,BR_Traffic,I-10 East past I-10/110 is now closed due to an accident. Congestion is approaching LA 1.,2020-09-03 01:34:59+00:00,1,1,,,i-10 east past i-10/110 is now closed due to an accident. congestion is approaching la 1.,[],"['i-10', 'i-10/110']",[],[],1
886,Barketizers,"I trim that fat away, and why do I do that? Rendered fat hanging out inside dog treats will go rancid in the future That's why preservatives have to be added! No thanks, I'll take the longer road and put in that… https://www.instagram.com/p/CEjzEL1pe95/?igshid=u5do7gam7jcd",2020-08-31 15:50:48+00:00,0,1,,,"i trim that fat away, and why do i do that? rendered fat hanging out inside dog treats will go rancid in the future that's why preservatives have to be added! no thanks, i'll take the longer road and put in that… https://www.instagram.com/p/cejzel1pe95/?igshid=u5do7gam7jcd",['longer road'],[],[],[],0
531,TotalTrafficBTR,Accident cleared in #EastBatonRougeParish on I 10 WB at College Dr/Exit 158 #traffic http://bit.ly/12oyfoo,2020-08-28 19:10:43+00:00,0,0,,#EastBatonRougeParish #traffic,accident cleared in #eastbatonrougeparish on i 10 wb at college dr/exit 158 #traffic http://bit.ly/12oyfoo,[],[],['exit 158'],[],
914,elguapo_58,Texas a&m is playing southern miss in the quick lane bowl while eating leftover Turkey at noon. Can't wait,2020-08-28 16:35:34+00:00,0,0,,,texas a&m is playing southern miss in the quick lane bowl while eating leftover turkey at noon. can't wait,['quick lane'],[],[],[],0
1023,Tysor1,#hurricanelaura #family #evacuees. My whole family evacuated Port Arthur and are staying with me. @Mambo Seafood (Hwy 290 &amp; Tidwell) https://www.instagram.com/p/CEXXAXCJd3g/?igshid=1xn8r0wsvk1qo,2020-08-26 19:54:40+00:00,1,0,,#hurricanelaura #family #evacuees,#hurricanelaura #family #evacuees. my whole family evacuated port arthur and are staying with me. @mambo seafood (hwy 290 &amp; tidwell) https://www.instagram.com/p/cexxaxcjd3g/?igshid=1xn8r0wsvk1qo,[],['hwy 290'],[],[],0
984,SavageGalore,While I have y’all here let’s take a trip down memory lane shall we,2020-08-24 00:21:13+00:00,0,0,,,while i have y’all here let’s take a trip down memory lane shall we,['memory lane'],[],[],[],0
146,cityofwaco,Traffic (downtown) 4th St from Franklin to Austin will be closed tomorrow (9/1) until 4 p.m. as our Street Dept crews work to make repairs after a water leak. All customers will have access to businesses in the area. Please drive safely &amp; we appreciate your patience!,2020-08-31 23:55:02+00:00,2,3,,,traffic (downtown) 4th st from franklin to austin will be closed tomorrow (9/1) until 4 p.m. as our street dept crews work to make repairs after a water leak. all customers will have access to businesses in the area. please drive safely &amp; we appreciate your patience!,['4th st'],[],[],[],
529,MayorBroome,"Bring your donated items to 7570 Jefferson Highway from 4pm-9pm today. You can also make a monetary donation through several organizations, including: http://www.the15whitecoats.org http://www.braf.org http://www.redcross.org Together, we are #LouisianaStrong",2020-08-28 19:54:33+00:00,1,2,,#LouisianaStrong,"bring your donated items to 7570 jefferson highway from 4pm-9pm today. you can also make a monetary donation through several organizations, including: http://www.the15whitecoats.org http://www.braf.org http://www.redcross.org together, we are #louisianastrong",['jefferson highway'],[],[],[],0
662,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #Travis on Mopac SB at Bee Caves Rd #ATXtraffic http://bit.ly/10BGKax,2020-08-27 00:20:43+00:00,0,0,,#Travis #ATXtraffic,disabled vehicle. right shoulder blocked in #travis on mopac sb at bee caves rd #atxtraffic http://bit.ly/10bgkax,['caves rd'],[],[],[],1
166,TxDOTAustin,Traffic Alert: Southbound I-35 closed at SH 45 in Round Rock -exit 250- due to pedestrian activity. Main lanes and frontage affected. #my35 #atxtraffic,2020-08-31 19:28:04+00:00,3,2,,#my35 #atxtraffic,traffic alert: southbound i-35 closed at sh 45 in round rock -exit 250- due to pedestrian activity. main lanes and frontage affected. #my35 #atxtraffic,[],['i-35'],[],[],1
321,beltontexasgov,"Plan for temporary disruptions in traffic flow this week in Belton on E. 6th Avenue and S. Main Street. Beginning Tuesday, the asphalt on E. 6th Avenue, between I-35 and Main Street, will be removed and replaced, which will require alternating lane closures.",2020-08-31 20:45:15+00:00,1,0,,,"plan for temporary disruptions in traffic flow this week in belton on e. 6th avenue and s. main street. beginning tuesday, the asphalt on e. 6th avenue, between i-35 and main street, will be removed and replaced, which will require alternating lane closures.","['6th avenue', 'main street', '6th avenue', 'main street']",['i-35'],[],[],
379,TotalTrafficHOU,"Accident, three lanes blocked in #NorthSide on I-45 SB before Greens Rd. #traffic http://bit.ly/17hsIjn",2020-08-31 01:05:44+00:00,0,1,,#NorthSide #traffic,"accident, three lanes blocked in #northside on i-45 sb before greens rd. #traffic http://bit.ly/17hsijn",['greens rd'],['i-45'],[],[],1
745,TotalTrafficAUS,"Disabled vehicle. right shoulder blocked in #Austin on I 35 SB at Yager Ln, slow traffic back to Parmer Ln/Exit 245 #ATXtraffic http://bit.ly/10BGKax",2020-08-25 23:15:43+00:00,0,0,,#Austin #ATXtraffic,"disabled vehicle. right shoulder blocked in #austin on i 35 sb at yager ln, slow traffic back to parmer ln/exit 245 #atxtraffic http://bit.ly/10bgkax",[],[],['exit 245'],[],1
38,NOLA_Traffic,The left lane is closed on I-10 East at Loyola Drive due to emergency roadwork. Congestion is minimal.,2020-09-03 00:12:28+00:00,0,0,,,the left lane is closed on i-10 east at loyola drive due to emergency roadwork. congestion is minimal.,"['left lane', 'loyola drive']",['i-10'],[],[],1
593,TotalTrafficAUS,"Accident, center lane blocked in #Travis on I-35 SB at Oltorf St/Exit 232, stopped traffic back to Woodland Ave #ATXtraffic http://bit.ly/10BGKax",2020-08-27 21:45:43+00:00,0,0,,#Travis #ATXtraffic,"accident, center lane blocked in #travis on i-35 sb at oltorf st/exit 232, stopped traffic back to woodland ave #atxtraffic http://bit.ly/10bgkax","['center lane', 'oltorf st', 'woodland ave']",['i-35'],['exit 232'],[],1
494,TotalTrafficHOU,"Accident, right lane blocked in #NorthSide on I-45 N Fwy Inbound at N. Main, stop and go traffic back to Cavalcade #traffic http://bit.ly/17hsIjn",2020-08-28 22:50:44+00:00,0,0,,#NorthSide #traffic,"accident, right lane blocked in #northside on i-45 n fwy inbound at n. main, stop and go traffic back to cavalcade #traffic http://bit.ly/17hsijn",['right lane'],['i-45'],[],[],1
564,TotalTrafficBTR,Accident with injury in #BatonRouge on Airline Hwy at St Gerard Ave #traffic http://bit.ly/12oyfoo,2020-08-28 13:25:43+00:00,0,0,,#BatonRouge #traffic,accident with injury in #batonrouge on airline hwy at st gerard ave #traffic http://bit.ly/12oyfoo,"['airline hwy', 'gerard ave']",[],[],[],1
209,BHollandSports,BATON ROUGE TRAFFIC: Highland Road impassable both directions starting at Woodbridge Blvd (close to Superior Grill) &amp; no neighborhood outlet Take Perkins or Burbank as an alternate route @BRProudNews @LSUCheckpoint #HurricanLaura,2020-08-27 15:45:08+00:00,29,18,@BRProudNews @LSUCheckpoint,#HurricanLaura,baton rouge traffic: highland road impassable both directions starting at woodbridge blvd (close to superior grill) &amp; no neighborhood outlet take perkins or burbank as an alternate route @brproudnews @lsucheckpoint #hurricanlaura,"['highland road', 'woodbridge blvd']",[],[],[],1
675,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #Travis on I-35 SB at Onion Crk Pkwy/Exit 225 #ATXtraffic http://bit.ly/10BGKax,2020-08-26 22:30:43+00:00,0,0,,#Travis #ATXtraffic,disabled vehicle. right shoulder blocked in #travis on i-35 sb at onion crk pkwy/exit 225 #atxtraffic http://bit.ly/10bgkax,['crk pkwy'],['i-35'],['exit 225'],[],1
275,Laf_Traffic,All lanes are now open on I-10 East at Mile Marker 101 (past LA 182) due to a disabled semi. Congestion is approximately 4 miles in length.,2020-08-31 22:21:36+00:00,0,0,,,all lanes are now open on i-10 east at mile marker 101 (past la 182) due to a disabled semi. congestion is approximately 4 miles in length.,[],['i-10'],[],['mile marker 101'],1
631,TotalTrafficHOU,Vehicle fire. right lane blocked. in #NwSide on W. Lp 610 NB after Hwy 290 #traffic http://bit.ly/17hsIjn,2020-08-27 15:40:43+00:00,0,0,,#NwSide #traffic,vehicle fire. right lane blocked. in #nwside on w. lp 610 nb after hwy 290 #traffic http://bit.ly/17hsijn,['right lane'],['hwy 290'],[],[],1
720,TotalTrafficHOU,Emergency response to accident in diamond lanes. hazmat spill. three left lanes blocked in #NorthSide on I-45 N Fwy SB at Spg Cypress #traffic http://bit.ly/17hsIjn,2020-08-26 15:25:44+00:00,0,0,,#NorthSide #traffic,emergency response to accident in diamond lanes. hazmat spill. three left lanes blocked in #northside on i-45 n fwy sb at spg cypress #traffic http://bit.ly/17hsijn,[],['i-45'],[],[],1
1012,CourtneyCW39,"Here’s a look at HWY 87 as we head towards Bolivar Peninsula. They are letting folks go through now, but crews are still working on the road and will be for the next little while. @CW39Houston – at High Island Beach",2020-08-27 12:52:53+00:00,1,1,@CW39Houston,,"here’s a look at hwy 87 as we head towards bolivar peninsula. they are letting folks go through now, but crews are still working on the road and will be for the next little while. @cw39houston – at high island beach",[],['hwy 87'],[],[],1
831,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #Georgetown on I 35 NB at Hwy 29/Exit 261 #ATXtraffic http://bit.ly/10BGKax,2020-08-24 19:00:43+00:00,0,0,,#Georgetown #ATXtraffic,disabled vehicle. right shoulder blocked in #georgetown on i 35 nb at hwy 29/exit 261 #atxtraffic http://bit.ly/10bgkax,[],['hwy 29'],['exit 261'],[],1
685,TotalTrafficHOU,Accodent. right lane and exit ramp blocked in #Sharpstown on US-69 SW Fwy Inbound at Bissonnet #traffic http://bit.ly/17hsIjn,2020-08-26 21:40:44+00:00,0,0,,#Sharpstown #traffic,accodent. right lane and exit ramp blocked in #sharpstown on us-69 sw fwy inbound at bissonnet #traffic http://bit.ly/17hsijn,['right lane'],['us-69'],[],[],1
1000,WillDavis44,Thank you to the great people at @CFMandeville for letting me workout for free while displaced! Go check them out on Hwy 22 in Mandeville or at http://cfmandeville.com,2020-08-28 17:43:46+00:00,0,3,@CFMandeville,,thank you to the great people at @cfmandeville for letting me workout for free while displaced! go check them out on hwy 22 in mandeville or at http://cfmandeville.com,[],['hwy 22'],[],[],0
863,TotalTrafficBTR,Stall cleared in #EastBatonRouge on I 10 EB at I-110/BR Airport/Exit 155B #traffic http://bit.ly/12oyfoo,2020-08-24 11:20:43+00:00,0,0,,#EastBatonRouge #traffic,stall cleared in #eastbatonrouge on i 10 eb at i-110/br airport/exit 155b #traffic http://bit.ly/12oyfoo,[],['i-110'],[],[],
272,DCPrice63,Hawaii rolling out mandatory COVID-19 testing checkpoints on major Oahu highway… with mandatory vaccines and quarantine camps soon to follow,2020-08-31 22:35:29+00:00,0,0,,,hawaii rolling out mandatory covid-19 testing checkpoints on major oahu highway… with mandatory vaccines and quarantine camps soon to follow,['oahu highway'],[],[],[],0
168,TotalTrafficBTR,"Road construction, left lane closed in #Ascension on I 10 EB before US 61/Gramercy/Sorrento/Exit 187 #traffic http://bit.ly/12oyfoo",2020-08-31 15:55:43+00:00,0,0,,#Ascension #traffic,"road construction, left lane closed in #ascension on i 10 eb before us 61/gramercy/sorrento/exit 187 #traffic http://bit.ly/12oyfoo",[],['us 61'],['exit 187'],[],1
940,TxDOTTyler,"Prayers for Lake Charles and it’s residents Lane. Especially, your family.",2020-08-26 22:13:41+00:00,0,2,,,"prayers for lake charles and it’s residents lane. especially, your family.",['residents lane'],[],[],[],0
29,wbreaux,"If you can exit , turn around. I-10 is closed at highland. Good luck",2020-09-03 02:40:47+00:00,0,0,,,"if you can exit , turn around. i-10 is closed at highland. good luck",[],['i-10'],[],[],1
722,TotalTrafficHOU,"Accident in the diamond lanes. two left lanes blocked in #NorthSide on I-45 N Fwy Inbound at Spg Cypress, stop and go traffic back to FM 2920 #traffic http://bit.ly/17hsIjn",2020-08-26 15:00:43+00:00,0,0,,#NorthSide #traffic,"accident in the diamond lanes. two left lanes blocked in #northside on i-45 n fwy inbound at spg cypress, stop and go traffic back to fm 2920 #traffic http://bit.ly/17hsijn",[],['i-45'],[],[],1
634,TotalTrafficBTR,Right lane blocked due to downed tree in #Iberville on I 10 EB at Hwy 975/Whiskey Bay/Exit 127 #traffic http://bit.ly/12oyfoo,2020-08-27 13:55:43+00:00,0,0,,#Iberville #traffic,right lane blocked due to downed tree in #iberville on i 10 eb at hwy 975/whiskey bay/exit 127 #traffic http://bit.ly/12oyfoo,['right lane'],['hwy 975'],['exit 127'],[],1
1035,willnunley,"SAFE BEHIND THE LEVEE: This is Hwy 46 in St. Bernard Parrish, LA. Miles of RV's and boats are lined up here, seeking safety within the levee system. We are live with preparations all day on @WeatherNation. #Marco #Laura",2020-08-24 15:30:03+00:00,12,28,@WeatherNation,#Marco #Laura,"safe behind the levee: this is hwy 46 in st. bernard parrish, la. miles of rv's and boats are lined up here, seeking safety within the levee system. we are live with preparations all day on @weathernation. #marco #laura",[],['hwy 46'],[],[],0
1026,NC5_MTorres,"JUST IN: Vermilion Parish has issued a mandatory evacuation for these areas: Pecan Island, Intracoastal City, Esther, Forked Island, and Mouton Cove also the following areas South of Hwy 14 to include South Erath, South Delcambre and South Gueydan. @KATCTV3",2020-08-26 16:34:06+00:00,1,0,@KATCTV3,,"just in: vermilion parish has issued a mandatory evacuation for these areas: pecan island, intracoastal city, esther, forked island, and mouton cove also the following areas south of hwy 14 to include south erath, south delcambre and south gueydan. @katctv3",[],['hwy 14'],[],[],0
601,TotalTrafficAUS,"Disabled vehicle. right shoulder blocked in #Travis on Mopac SB before 2222 (Northland Dr), slow traffic back to Far W Blvd #ATXtraffic http://bit.ly/10BGKax",2020-08-27 21:15:45+00:00,0,0,,#Travis #ATXtraffic,"disabled vehicle. right shoulder blocked in #travis on mopac sb before 2222 (northland dr), slow traffic back to far w blvd #atxtraffic http://bit.ly/10bgkax",['w blvd'],[],[],[],1
197,iembot_lch,"At 1:05 AM CDT, 2 S Lake Charles [Calcasieu Co, LA] PUBLIC reports HURRICANE. EXTENSIVE DAMAGE ON MCNEESE ST AND LOUISIANA ST. MULTIPLE TREES DOWN, POWER LINES DOWN AND STRUCTURAL DAMAGE VIA SOCIAL MEDIA VIDEO. TIME ESTIMATED. https://mesonet.agron.iastate.edu/lsr/#LCH/202008270605/202008270605",2020-08-27 19:36:58+00:00,0,0,,,"at 1:05 am cdt, 2 s lake charles [calcasieu co, la] public reports hurricane. extensive damage on mcneese st and louisiana st. multiple trees down, power lines down and structural damage via social media video. time estimated. https://mesonet.agron.iastate.edu/lsr/#lch/202008270605/202008270605","['mcneese st', 'louisiana st']",[],[],[],1
606,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #SanMarcos on I-35 NB at Aquarena Springs Dr/Exit 206 #ATXtraffic http://bit.ly/10BGKax,2020-08-27 20:40:43+00:00,0,0,,#SanMarcos #ATXtraffic,disabled vehicle. right shoulder blocked in #sanmarcos on i-35 nb at aquarena springs dr/exit 206 #atxtraffic http://bit.ly/10bgkax,[],['i-35'],['exit 206'],[],1
