Index,User,Text,Date,Favorites,Retweets,Mentions,HashTags,streets,highways,exits,markers,road_closed,predictions,query,query_string,lat,lng,query_score,field_score
658,TotalTrafficHOU,"Disabled vehicle, right lane blocked in #NorthSide on The Hardy Tollroad Inbound at Crosstimbers, stop and go traffic back to Tidwell #traffic http://bit.ly/17hsIjn",2020-08-27 02:15:43+00:00,0,1,,#NorthSide #traffic,['right lane'],[],[],[],1.0,1.0,'right lane',right+lane,32.01282,-93.72278,0.99,"{'state': 0.89, 'streets': [0.9]}"
614,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #Travis on I 35 SB at Grand Ave Pky #ATXtraffic http://bit.ly/10BGKax,2020-08-27 19:00:43+00:00,0,0,,#Travis #ATXtraffic,['grand ave'],[],[],[],,1.0,'grand ave',grand+ave,30.179409999999997,-92.05719,0.99,"{'state': 0.89, 'streets': [1.0]}"
222,twirlygirltx,"I-10 closed in both directions now. No way out for those who chose to stay. Can only hope they are able to get to high ground, or brought an ax to their attic with them, so they can get on their roof to be rescued",2020-08-27 02:10:45+00:00,1,1,,,[],['i-10'],[],[],1.0,1.0,'i-10',i-10,30.035,-89.98148,0.99,"{'state': 0.89, 'streets': [1.0]}"
560,TotalTrafficAUS,"Accident, left lane blocked in #Austin on TX-71 WB at Bee Caves Rd (FM 2244), stopped traffic back to SW Pkwy #ATXtraffic http://bit.ly/10BGKax",2020-08-28 14:05:43+00:00,0,0,,#Austin #ATXtraffic,"['caves rd', 'sw pkwy']",[],[],[],1.0,1.0,"'caves rd', 'sw pkwy'",caves+rd%2C++sw+pkwy,30.569679999999998,-90.96739000000001,0.67,"{'state': 0.89, 'streets': [0.6]}"
595,TotalTrafficHOU,Accident cleared in #SouthSide on I-610 S Lp WB after Almeda / FM 521 #traffic http://bit.ly/17hsIjn,2020-08-27 21:35:44+00:00,0,0,,#SouthSide #traffic,[],['i-610'],[],[],,1.0,'i-610',i-610,31.37345,-92.39054,0.99,"{'state': 0.89, 'streets': [0.9], 'houseNumber': 1.0}"
619,TotalTrafficAUS,"Accident in #Travis on I-35 SB at 7th St/Exit 234, stop and go traffic back to M L K Jr Blvd/Exit 235 #ATXtraffic http://bit.ly/10BGKax",2020-08-27 17:10:43+00:00,0,0,,#Travis #ATXtraffic,[],['i-35'],[],[],1.0,1.0,'i-35',i-35,30.44335,-91.18664,0.73,{'state': 0.89}
532,TotalTrafficHOU,Accident on exit ramp in #EastSide on I-10 Baytown Inbound at The E Lp #traffic http://bit.ly/17hsIjn,2020-08-28 18:55:43+00:00,0,0,,#EastSide #traffic,[],['i-10'],[],[],1.0,1.0,'i-10',i-10,30.035,-89.98148,0.99,"{'state': 0.89, 'streets': [1.0]}"
550,TotalTrafficBTR,"Accident, shoulder blocked in #EastBatonRougeParish on I 10 WB at Highland Rd/LA-42/Exit 166 #traffic http://bit.ly/12oyfoo",2020-08-28 14:55:43+00:00,0,0,,#EastBatonRougeParish #traffic,['highland rd'],[],['exit 166'],[],1.0,1.0,"'highland rd','exit 166'",highland+rd%2C+exit+166,30.431440000000002,-90.43154,0.84,"{'state': 0.89, 'streets': [1.0], 'houseNumber': 1.0}"
613,TotalTrafficHOU,Object on roadway. center lane blocked in #Downtown on US-69 Eastex Fwy Outbound after I-10 #traffic http://bit.ly/17hsIjn,2020-08-27 19:40:43+00:00,0,0,,#Downtown #traffic,['center lane'],['us-69'],[],[],1.0,1.0,"'center lane','us-69'",center+lane%2C+us-69,29.798920000000003,-93.32483,0.96,"{'country': 1.0, 'state': 0.89, 'streets': [0.77], 'houseNumber': 0.68}"
503,TotalTrafficHOU,"Accident cleared in #NorthSide on I-45 N Fwy Outbound at N. Main, stop and go traffic back to I-10 #traffic http://bit.ly/17hsIjn",2020-08-28 22:20:44+00:00,0,0,,#NorthSide #traffic,[],['i-45'],[],[],,1.0,'i-45',i-45,30.44335,-91.18664,0.73,{'state': 0.89}
189,TotalTrafficHOU,"Closed due to accident involving a vehicle fire. in #NorthSide on N Sam Houston Pkwy EB between Aldine Westfeild and John F Kennedy Blvd, stopped traffic back to Imperial Vly Dr #traffic http://bit.ly/17hsIjn",2020-08-28 10:40:43+00:00,0,0,,#NorthSide #traffic,"['houston pkwy', 'kennedy blvd']",[],[],[],1.0,1.0,"'houston pkwy', 'kennedy blvd'",houston+pkwy%2C++kennedy+blvd,29.944840000000003,-95.33179,0.6,"{'city': 1.0, 'streets': [0.92]}"
212,TotalTrafficBTR,Closed for vehicle removal in #Ascension on I 10 WB after LA-30/Gonzales/St. Gabriel/Exit 177 and LA-73/Old Jefferson Hwy/Prairieville/Geismar/Exit 173 #traffic http://bit.ly/12oyfoo,2020-08-27 15:30:43+00:00,1,0,,#Ascension #traffic,['jefferson hwy'],[],"['exit 177', 'exit 173']",[],1.0,1.0,"'jefferson hwy','exit 177', 'exit 173'",jefferson+hwy%2C+exit+177%2C++exit+173,29.964509999999997,-90.13094,0.68,"{'state': 0.89, 'streets': [1.0], 'houseNumber': 1.0}"
571,TotalTrafficHOU,"Disabled vehicle, center lane blocked in #WestSide on I-10 Katy Inbound at Hwy 6, stop and go traffic back to Park Ten #traffic http://bit.ly/17hsIjn",2020-08-28 11:20:43+00:00,0,0,,#WestSide #traffic,['center lane'],"['i-10', 'hwy 6']",[],[],,1.0,"'center lane','i-10', 'hwy 6'",center+lane%2C+i-10%2C++hwy+6,29.79869,-93.32498000000001,0.72,"{'state': 0.89, 'streets': [0.77], 'houseNumber': 0.1}"
522,TotalTrafficHOU,"Accident, right lane blocked in #NorthSide on N Sam Houston Tollway Frontage Rd EB after The Hardy Toll Rd #traffic http://bit.ly/17hsIjn",2020-08-28 20:55:43+00:00,0,0,,#NorthSide #traffic,"['right lane', 'frontage rd', 'toll rd']",[],[],[],,1.0,"'right lane', 'frontage rd', 'toll rd'",right+lane%2C++frontage+rd%2C++toll+rd,29.860190000000003,-91.61895,0.65,"{'state': 0.89, 'streets': [0.59]}"
548,TotalTrafficBTR,Accident cleared in #Livingston on I-12 WB at Hwy 63 /Frost Rd/Exit 22 #traffic http://bit.ly/12oyfoo,2020-08-28 15:45:43+00:00,0,0,,#Livingston #traffic,[],"['i-12', 'hwy 63']",['exit 22'],[],,1.0,"'i-12', 'hwy 63','exit 22'",i-12%2C++hwy+63%2C+exit+22,30.47407,-90.75159000000001,0.77,"{'state': 0.89, 'streets': [1.0], 'placeName': 0.55}"
516,TotalTrafficHOU,"Accident, two lanes blocked in #Baytown on Hwy 146 NB at W Main St, stop and go traffic back to Fred Hartman Brg #traffic http://bit.ly/17hsIjn",2020-08-28 21:10:44+00:00,0,0,,#Baytown #traffic,['main st'],['hwy 146'],[],[],,1.0,"'main st','hwy 146'",main+st%2C+hwy+146,30.12435,-91.82884,0.75,"{'state': 0.89, 'streets': [0.9], 'houseNumber': 1.0}"
557,TotalTrafficHOU,"Accident. two right lanes blocked in #WestSide on I-10 Katy Inbound at Hwy 6, stopped traffic back to Greenhouse #traffic http://bit.ly/17hsIjn",2020-08-28 14:15:43+00:00,0,0,,#WestSide #traffic,[],"['i-10', 'hwy 6']",[],[],,1.0,"'i-10', 'hwy 6'",i-10%2C++hwy+6,30.035,-89.98148,0.73,"{'state': 0.89, 'streets': [1.0]}"
510,TotalTrafficBTR,Accident with injury in #EastBatonRouge on Washington Ave at N 26th St #traffic http://bit.ly/12oyfoo,2020-08-28 21:40:43+00:00,0,0,,#EastBatonRouge #traffic,"['washington ave', '26th st']",[],[],[],,1.0,"'washington ave', '26th st'",washington+ave%2C++26th+st,29.999840000000003,-90.42111,0.81,"{'state': 0.89, 'streets': [0.9], 'houseNumber': 0.99}"
208,iembot_shv,"At 10:40 AM CDT, 10 W Powhatan [Natchitoches Co, LA] DEPT OF HIGHWAYS reports TROPICAL STORM. I-49 CLOSED PAST LA 174 DUE TO FALLEN TREE ON INTERSTATE AT MM 154. https://mesonet.agron.iastate.edu/lsr/#SHV/202008271540/202008271540",2020-08-27 15:47:23+00:00,0,0,,,[],['i-49'],[],[],,1.0,'i-49',i-49,31.23423,-92.45956,0.99,"{'state': 0.89, 'streets': [1.0]}"
505,TotalTrafficBTR,"Disabled vehicle, center lane blocked in #EastBatonRougeParish on I 10 WB at LA-30/Nicholson Dr/LSU/Exit 155 A and LA-1/Port Allen/Plaquemine/Exit 153 #traffic http://bit.ly/12oyfoo",2020-08-28 22:10:43+00:00,0,0,,#EastBatonRougeParish #traffic,['center lane'],[],"['exit 155', 'exit 153']",[],,1.0,"'center lane','exit 155', 'exit 153'",center+lane%2C+exit+155%2C++exit+153,32.69937,-91.48924,0.66,"{'state': 0.89, 'streets': [0.91], 'houseNumber': 1.0}"
527,TotalTrafficHOU,Accident. right shoulder blocked in #Harris on I-10 Katy Hov Outbound at Campbell #traffic http://bit.ly/17hsIjn,2020-08-28 20:00:43+00:00,0,0,,#Harris #traffic,[],['i-10'],[],[],,1.0,'i-10',i-10,30.035,-89.98148,0.99,"{'state': 0.89, 'streets': [1.0]}"
562,TotalTrafficHOU,"Disabled vehicle, right lane blocked in #SouthSide on S. Lp 610 EB after Kirby #traffic http://bit.ly/17hsIjn",2020-08-28 13:55:44+00:00,0,0,,#SouthSide #traffic,['right lane'],[],[],[],,1.0,'right lane',right+lane,32.01282,-93.72278,0.99,"{'state': 0.89, 'streets': [0.9]}"
486,TotalTrafficAUS,"Accident blocking the two right lanes in #Travis on I 35 NB at TX-45, stop and go traffic back to Grand Ave Pky #ATXtraffic http://bit.ly/10BGKax",2020-08-28 23:35:43+00:00,0,0,,#Travis #ATXtraffic,['grand ave'],[],[],[],,1.0,'grand ave',grand+ave,30.179409999999997,-92.05719,0.99,"{'state': 0.89, 'streets': [1.0]}"
598,TotalTrafficBTR,"Accident, two lanes blocked in #EastBatonRougeParish on I-110 NB at I 10/Exit 1J #traffic http://bit.ly/12oyfoo",2020-08-27 21:30:43+00:00,0,0,,#EastBatonRougeParish #traffic,[],['i-110'],[],[],,1.0,'i-110',i-110,30.457629999999998,-91.17311,0.99,"{'state': 0.89, 'streets': [1.0]}"
590,TotalTrafficBTR,Accident cleared in #EastBatonRougeParish on I-110 NB at I 10/Exit 1J #traffic http://bit.ly/12oyfoo,2020-08-27 21:50:43+00:00,0,0,,#EastBatonRougeParish #traffic,[],['i-110'],[],[],,1.0,'i-110',i-110,30.457629999999998,-91.17311,0.99,"{'state': 0.89, 'streets': [1.0]}"
485,TotalTrafficHOU,"Accident. two right lanes blocked in #WestSide on I-10 Katy Fwy Outbound after The W Sam Houston Tollway, stop and go traffic back to Blalock #traffic http://bit.ly/17hsIjn",2020-08-28 23:45:43+00:00,0,0,,#WestSide #traffic,[],['i-10'],[],[],,1.0,'i-10',i-10,30.035,-89.98148,0.99,"{'state': 0.89, 'streets': [1.0]}"
490,TotalTrafficHOU,"Accident. two center lanes blocked in #Downtown on US-69 SW Fwy Inbound at US-59 Hov Lane/Main St, stop and go traffic back to Shepherd / Greenbriar #traffic http://bit.ly/17hsIjn",2020-08-28 23:10:43+00:00,0,0,,#Downtown #traffic,"['hov lane', 'main st']",['us-69'],[],[],,1.0,"'hov lane', 'main st','us-69'",hov+lane%2C++main+st%2C+us-69,29.99594,-91.79994,0.68,"{'country': 1.0, 'state': 0.89, 'streets': [0.95]}"
565,TotalTrafficHOU,"Accident. two right lanes blocked in #WestSide on I-10 Inbound at Hwy 6, stop and go traffic back to Greenhouse #traffic http://bit.ly/17hsIjn",2020-08-28 12:50:43+00:00,0,0,,#WestSide #traffic,[],"['i-10', 'hwy 6']",[],[],,1.0,"'i-10', 'hwy 6'",i-10%2C++hwy+6,30.035,-89.98148,0.73,"{'state': 0.89, 'streets': [1.0]}"
612,TotalTrafficHOU,Accident. right shoulder blocked in #NorthSide on I-45 N Fwy Outbound after Richey #traffic http://bit.ly/17hsIjn,2020-08-27 19:45:43+00:00,0,0,,#NorthSide #traffic,[],['i-45'],[],[],,1.0,'i-45',i-45,30.44335,-91.18664,0.73,{'state': 0.89}
566,TotalTrafficHOU,"Accident. two right lanes blocked in #WestSide on I-10 Katy Inbound at Hwy 6, stop and go traffic back to Barker Cypress #traffic http://bit.ly/17hsIjn",2020-08-28 12:25:43+00:00,0,0,,#WestSide #traffic,[],"['i-10', 'hwy 6']",[],[],,1.0,"'i-10', 'hwy 6'",i-10%2C++hwy+6,30.035,-89.98148,0.73,"{'state': 0.89, 'streets': [1.0]}"
186,Mojo1130,"Me trying to figure out how long @max94one traffic person gonna keep this lie going bout I-10 being closed between Lafayette, Louisiana to Texas line due to hurricane Laura? Do some research at http://511LA.org cause it’s… https://www.instagram.com/p/CEbpa0hnZol/?igshid=13dyda2q5x7r6",2020-08-28 11:57:52+00:00,0,0,@max94one,,[],['i-10'],[],[],,1.0,'i-10',i-10,30.035,-89.98148,0.99,"{'state': 0.89, 'streets': [1.0]}"
511,TotalTrafficHOU,"Accident. two right lanes blocked in #SouthSide on Hwy 288 NB at The S Sam Houston Tollway, stop and go traffic back to Mchard #traffic http://bit.ly/17hsIjn",2020-08-28 21:40:43+00:00,0,0,,#SouthSide #traffic,[],['hwy 288'],[],[],,1.0,'hwy 288',hwy+288,30.32045,-91.22371,0.86,"{'state': 0.89, 'streets': [0.67]}"
515,TotalTrafficAUS,"Accident cleared in #Austin on Mopac SB at US 290, stop and go traffic back to La Crosse Ave #ATXtraffic http://bit.ly/10BGKax",2020-08-28 21:20:43+00:00,0,0,,#Austin #ATXtraffic,[],['us 290'],[],[],,1.0,'us 290',us+290,30.44335,-91.18664,0.77,"{'country': 1.0, 'state': 0.89}"
217,TotalTrafficBTR,Closed due to downed tree in #WestBatonRouge on I 10 WB after LA-415/Lobdell/Exit 151 and before LA-77/Rosedale/Grosse Tete/Exit 139 #traffic http://bit.ly/12oyfoo,2020-08-27 11:05:43+00:00,1,0,,#WestBatonRouge #traffic,[],[],"['exit 151', 'exit 139']",[],,1.0,"'exit 151', 'exit 139'",exit+151%2C++exit+139,30.570159999999998,-92.07275,0.68,"{'state': 0.89, 'streets': [0.3], 'houseNumber': 1.0}"
569,TotalTrafficHOU,"Accident, right lane blocked in #NorthSide on I-45 N Inbound at Airtex #traffic http://bit.ly/17hsIjn",2020-08-28 11:45:44+00:00,0,0,,#NorthSide #traffic,['right lane'],['i-45'],[],[],,1.0,"'right lane','i-45'",right+lane%2C+i-45,32.01282,-93.72278,0.85,"{'state': 0.89, 'streets': [0.9]}"
567,TotalTrafficHOU,"Accident. two right lanes blocked in #WestSide on I-10 Inbound at Hwy 6, stopped traffic back to Barker Cypress #traffic http://bit.ly/17hsIjn",2020-08-28 12:15:43+00:00,0,0,,#WestSide #traffic,[],"['i-10', 'hwy 6']",[],[],,1.0,"'i-10', 'hwy 6'",i-10%2C++hwy+6,30.035,-89.98148,0.73,"{'state': 0.89, 'streets': [1.0]}"
570,TotalTrafficHOU,"Accident. two right lanes blocked in #WestSide on I-10 Katy Inbound at Hwy 6, stopped traffic back to Barker Cypress #traffic http://bit.ly/17hsIjn",2020-08-28 11:40:43+00:00,0,0,,#WestSide #traffic,[],"['i-10', 'hwy 6']",[],[],,1.0,"'i-10', 'hwy 6'",i-10%2C++hwy+6,30.035,-89.98148,0.73,"{'state': 0.89, 'streets': [1.0]}"
627,TotalTrafficHOU,Stalled vehicle affects the exit ramp. in #SwSide on I-69 SW NB at Hillcroft #traffic http://bit.ly/17hsIjn,2020-08-27 15:55:43+00:00,0,0,,#SwSide #traffic,[],['i-69'],[],[],,1.0,'i-69',i-69,30.44335,-91.18664,0.73,{'state': 0.89}
506,TotalTrafficHOU,Accident. left shoulder blocked in #WestSide on I-10 Katy Fwy Outbound at Antoine #traffic http://bit.ly/17hsIjn,2020-08-28 22:10:43+00:00,0,0,,#WestSide #traffic,[],['i-10'],[],[],,1.0,'i-10',i-10,30.035,-89.98148,0.99,"{'state': 0.89, 'streets': [1.0]}"
642,TotalTrafficBTR,Right lane blocked due to downed tree in #Iberville on I 10 EB at Hwy 975/Whiskey Bay/Exit 127 #traffic http://bit.ly/12oyfoo,2020-08-27 12:50:43+00:00,0,0,,#Iberville #traffic,['right lane'],['hwy 975'],['exit 127'],[],,1.0,"'right lane','hwy 975','exit 127'",right+lane%2C+hwy+975%2C+exit+127,32.012890000000006,-93.72258000000001,0.67,"{'state': 0.89, 'streets': [0.9], 'houseNumber': 1.0}"
187,TotalTrafficHOU,"Closed due to accident in #NorthSide on BELTWAY 8-NORTH EB between Aldine Westfeild and John F Kennedy Blvd, stopped traffic back to Imperial Vly Dr #traffic http://bit.ly/17hsIjn",2020-08-28 11:15:43+00:00,0,0,,#NorthSide #traffic,['kennedy blvd'],[],[],[],,1.0,'kennedy blvd',kennedy+blvd,30.34651,-91.8482,0.79,"{'state': 0.89, 'streets': [0.9]}"
482,TotalTrafficHOU,Accident. left shoulder blocked in #Humble on US-69 Eastex Fwy Inbound at FM-1960 #traffic http://bit.ly/17hsIjn,2020-08-28 23:50:44+00:00,0,0,,#Humble #traffic,[],['us-69'],[],[],,1.0,'us-69',us-69,32.562709999999996,-92.91076,0.99,"{'country': 1.0, 'state': 0.89, 'streets': [1.0]}"
660,TotalTrafficAUS,Disabled vehicle. right shoulder blocked in #HaysComalCo.SanMarcos on I-35 SB at Ctr Point Rd/Exit 200 #ATXtraffic http://bit.ly/10BGKax,2020-08-27 00:55:44+00:00,0,0,,#HaysComalCo #ATXtraffic,['point rd'],['i-35'],['exit 200'],[],,1.0,"'point rd','i-35','exit 200'",point+rd%2C+i-35%2C+exit+200,32.73598,-92.94681,0.71,"{'state': 0.89, 'streets': [1.0], 'houseNumber': 0.98}"
524,TotalTrafficBTR,"Accident, left lane blocked in #EastBatonRougeParish on I 10 EB at Perkins Rd/Exit 157A #traffic http://bit.ly/12oyfoo",2020-08-28 20:35:43+00:00,0,0,,#EastBatonRougeParish #traffic,['perkins rd'],[],[],[],,1.0,'perkins rd',perkins+rd,30.38911,-91.10519000000001,0.99,"{'state': 0.89, 'streets': [1.0]}"
194,_SNX,Is 6th street closed down due to COVID-19? #ATX,2020-08-27 21:57:05+00:00,0,0,,#ATX,['6th street'],[],[],[],0.0,1.0,'6th street',6th+street,30.231209999999997,-92.27468,0.99,"{'state': 0.89, 'streets': [1.0]}"
645,MichelleKHOU,"Update: Wow. What a DIFFERENCE a few pieces of heavy duty equipment, a hardworking @TxDOT crew, &amp; an hour of time can make! They haven’t cleared all the rocks littering Highway 87 on High Island/Bolivar Peninsula just yet, but they’ve put a GOOD dent in it! #KHOU11 #HTownRush – at High Island Beach",2020-08-27 11:51:38+00:00,26,118,@TxDOT,#KHOU11 #HTownRush,[],['highway 87'],[],[],,1.0,'highway 87',highway+87,29.980629999999998,-91.75209,0.99,"{'state': 0.89, 'streets': [1.0]}"
201,TotalTrafficHOU,Closed to remove a down electrical line. in #Jefferson on I-10 EB between US-90/Exit 855 and FM-105/Exit 861A #traffic http://bit.ly/17hsIjn,2020-08-27 17:50:43+00:00,0,0,,#Jefferson #traffic,[],"['i-10', 'us-90']",['exit 855'],[],,1.0,"'i-10', 'us-90','exit 855'",i-10%2C++us-90%2C+exit+855,30.00812,-90.01428,0.91,"{'country': 1.0, 'state': 0.89, 'streets': [1.0], 'placeName': 0.54}"
647,TotalTrafficHOU,Stalled vehicle affects the connecting ramp to i-45 gulf. in #SouthSide on SH-288 NB at I-45/Gulf Fwy #traffic http://bit.ly/17hsIjn,2020-08-27 11:50:43+00:00,0,0,,#SouthSide #traffic,[],"['i-45', 'i-45']",[],[],,1.0,"'i-45', 'i-45'",i-45%2C++i-45,29.98625,-90.16152,0.71,"{'state': 0.89, 'streets': [0.9]}"
523,TotalTrafficHOU,"Accident, two lanes blocked in #Baytown on Hwy 146 NB at W Main St #traffic http://bit.ly/17hsIjn",2020-08-28 20:40:43+00:00,0,0,,#Baytown #traffic,['main st'],['hwy 146'],[],[],,1.0,"'main st','hwy 146'",main+st%2C+hwy+146,30.12435,-91.82884,0.75,"{'state': 0.89, 'streets': [0.9], 'houseNumber': 1.0}"
583,TotalTrafficHOU,Accident cleared in #NorthSide on N Sam Houston Pkwy WB at Veterans Memorial Toll Plz #traffic http://bit.ly/17hsIjn,2020-08-27 22:55:43+00:00,0,0,,#NorthSide #traffic,['houston pkwy'],[],[],[],,1.0,'houston pkwy',houston+pkwy,29.57303,-90.74235,0.79,"{'state': 0.89, 'streets': [0.9]}"
180,TotalTrafficBTR,Closed because of accident. in #EastBatonRouge on I-110 SB between Plank Rd/N 22nd St/ Memorial Stadium/Exit 2B and Scenic Hwy/Exit 2A #traffic http://bit.ly/12oyfoo,2020-08-28 21:50:43+00:00,0,0,,#EastBatonRouge #traffic,"['plank rd', 'scenic hwy']",['i-110'],[],[],,1.0,"'plank rd', 'scenic hwy','i-110'",plank+rd%2C++scenic+hwy%2C+i-110,30.458009999999998,-91.16863000000001,0.65,"{'state': 0.89, 'streets': [1.0], 'placeName': 0.35}"
188,TotalTrafficHOU,"Vehicle fire is out but highway is still closed due to accident. in #NorthSide on BELTWAY 8-NORTH EB between Aldine Westfeild and John F Kennedy Blvd, stopped traffic back to Imperial Vly Dr #traffic http://bit.ly/17hsIjn",2020-08-28 11:00:43+00:00,0,0,,#NorthSide #traffic,['kennedy blvd'],[],[],[],,1.0,'kennedy blvd',kennedy+blvd,30.34651,-91.8482,0.79,"{'state': 0.89, 'streets': [0.9]}"
561,TotalTrafficHOU,"Disabled vehicle, right lane blocked in #WestSide on W SAM HOUSTON TOLLWAY NB at The Briar Forest Toll Plz #traffic http://bit.ly/17hsIjn",2020-08-28 14:00:43+00:00,0,0,,#WestSide #traffic,['right lane'],[],[],[],,1.0,'right lane',right+lane,32.01282,-93.72278,0.99,"{'state': 0.89, 'streets': [0.9]}"
1013,MichelleKHOU,Update: If you live on Bolivar Peninsula in @GalvCoTx - Hwy 87 is back open. Galveston Co. Pct. 3 now allowing residents to go back home as long as they don’t get in the way of @TxDOT crews still removing debris left on roadway by #HurricaneLaura. #KHOU11 #HTownRush – at High Island Beach,2020-08-27 12:28:01+00:00,33,81,@GalvCoTx @TxDOT,#HurricaneLaura #KHOU11 #HTownRush,[],['hwy 87'],[],[],,1.0,'hwy 87',hwy+87,30.44335,-91.18664,0.61,{'state': 0.89}
643,TotalTrafficHOU,Stalled vehicle affects the entrance ramp. in #NwSide on US-290 NW EB at Telge #traffic http://bit.ly/17hsIjn,2020-08-27 12:50:43+00:00,0,0,,#NwSide #traffic,[],['us-290'],[],[],,1.0,'us-290',us-290,30.44335,-91.18664,0.77,"{'country': 1.0, 'state': 0.89}"
635,TotalTrafficHOU,Stalled vehicle affects the entrance ramp. in #NwSide on US-290 NW EB at Telge #traffic http://bit.ly/17hsIjn,2020-08-27 13:55:43+00:00,0,0,,#NwSide #traffic,[],['us-290'],[],[],,1.0,'us-290',us-290,30.44335,-91.18664,0.77,"{'country': 1.0, 'state': 0.89}"
1021,TotalTrafficAUS,Accident cleared in #SanMarcos on I-35 SB at Hwy 123/Exit 204 #ATXtraffic http://bit.ly/10BGKax,2020-08-27 00:20:43+00:00,0,0,,#SanMarcos #ATXtraffic,[],"['i-35', 'hwy 123']",['exit 204'],[],,1.0,"'i-35', 'hwy 123','exit 204'",i-35%2C++hwy+123%2C+exit+204,31.65537,-92.41525,0.67,"{'state': 0.89, 'streets': [0.5], 'houseNumber': 1.0}"
553,TotalTrafficAUS,"Accident cleared in #Austin on TX-71 WB at Bee Caves Rd (FM 2244), slow traffic back to SW Pkwy #ATXtraffic http://bit.ly/10BGKax",2020-08-28 14:40:43+00:00,0,0,,#Austin #ATXtraffic,"['caves rd', 'sw pkwy']",[],[],[],,1.0,"'caves rd', 'sw pkwy'",caves+rd%2C++sw+pkwy,30.569679999999998,-90.96739000000001,0.67,"{'state': 0.89, 'streets': [0.6]}"
572,TotalTrafficAUS,"Accident, left lane blocked in #Austin on FM 973 SB at Harold Green Rd #ATXtraffic http://bit.ly/10BGKax",2020-08-28 11:15:43+00:00,0,0,,#Austin #ATXtraffic,['green rd'],[],[],[],,1.0,'green rd',green+rd,30.32103,-89.85848,0.99,"{'state': 0.89, 'streets': [1.0]}"
592,TotalTrafficAUS,"Disabled vehicle cleared in #Travis on Mopac SB before 2222 (Northland Dr), slow traffic back to Far W Blvd #ATXtraffic http://bit.ly/10BGKax",2020-08-27 21:45:43+00:00,0,0,,#Travis #ATXtraffic,['w blvd'],[],[],[],,1.0,'w blvd',w+blvd,30.246779999999998,-92.26971,0.92,"{'state': 0.89, 'streets': [0.57]}"
533,TotalTrafficHOU,Accident. right shoulder blocked in #SeSide on S Sam Houston Tollway EB at Telephone Rd #traffic http://bit.ly/17hsIjn,2020-08-28 18:35:43+00:00,0,0,,#SeSide #traffic,['telephone rd'],[],[],[],,1.0,'telephone rd',telephone+rd,31.98353,-92.79681,0.99,"{'state': 0.89, 'streets': [1.0]}"
661,TotalTrafficAUS,"Accident cleared in #Travis on I 35 NB at TX-45, slow traffic back to Grand Ave Pky #ATXtraffic http://bit.ly/10BGKax",2020-08-27 00:20:45+00:00,0,0,,#Travis #ATXtraffic,['grand ave'],[],[],[],,1.0,'grand ave',grand+ave,30.179409999999997,-92.05719,0.99,"{'state': 0.89, 'streets': [1.0]}"
539,TotalTrafficBTR,Accident cleared in #Ascension on I 10 WB after LA-73/Old Jefferson Hwy/Prairieville/Geismar/Exit 173 #traffic http://bit.ly/12oyfoo,2020-08-28 17:10:43+00:00,0,0,,#Ascension #traffic,['jefferson hwy'],[],['exit 173'],[],,1.0,"'jefferson hwy','exit 173'",jefferson+hwy%2C+exit+173,29.964509999999997,-90.13094,0.85,"{'state': 0.89, 'streets': [1.0], 'houseNumber': 1.0}"
512,TotalTrafficAUS,"Accident cleared in #Austin on US 183 Frontage SB at Anderson Mill Rd, stop and go traffic back to Hymeadow Dr #ATXtraffic http://bit.ly/10BGKax",2020-08-28 21:30:43+00:00,0,0,,#Austin #ATXtraffic,['mill rd'],['us 183'],[],[],,1.0,"'mill rd','us 183'",mill+rd%2C+us+183,31.16455,-93.27146,0.84,"{'country': 1.0, 'state': 0.89, 'streets': [1.0]}"
586,TotalTrafficHOU,Accident. two right lanes blocked in #NorthSide on N Sam Houston Pkwy WB at Veterans Memorial Toll Plz #traffic http://bit.ly/17hsIjn,2020-08-27 22:45:43+00:00,0,0,,#NorthSide #traffic,['houston pkwy'],[],[],[],,1.0,'houston pkwy',houston+pkwy,29.57303,-90.74235,0.79,"{'state': 0.89, 'streets': [0.9]}"
